municipality,year,population_20xx_12_31,median_income_aged_lt_20_male,median_income_aged_lt_20_female,median_income_aged_lt_20,mean_income_aged_lt_20_male,mean_income_aged_lt_20_female,mean_income_aged_lt_20,population_20xx_12_31_male,population_20xx_12_31_female,higher_education_min_3_years_percent_of_population_aged_25_64_male,higher_education_min_3_years_percent_of_population_aged_25_64_female,higher_education_min_3_years_percent_of_population_aged_25_64,employment_rate_aged_20_64_male,employment_rate_aged_20_64_female,employment_rate_aged_20_64,immigration_surplus_employed_aged_20_64_male,immigration_surplus_employed_aged_20_64_female,immigration_surplus_employed_aged_20_64,cumulative_immigration_surplus_employed_aged_20_64_male,cumulative_immigration_surplus_employed_aged_20_64_female,cumulative_immigration_surplus_employed_aged_20_64,immigration_surplus_min_3_years_of_higher_education_aged_25_64_male,immigration_surplus_min_3_years_of_higher_education_aged_25_64_female,immigration_surplus_min_3_years_of_higher_education_aged_25_64,cumulative_immigration_surplus_min_3_years_of_higher_education_aged_25_64_male,cumulative_immigration_surplus_min_3_years_of_higher_education_aged_25_64_female,cumulative_immigration_surplus_min_3_years_of_higher_education_aged_25_64,immigration_surplus_male,immigration_surplus_female,immigration_surplus,cumulative_immigration_surplus_male,cumulative_immigration_surplus_female,cumulative_immigration_surplus
0127_botkyrka,2000,73097,192799,150381,168359,205796,151312,178302,36468,36629,0.117675853,0.123705149,0.120657231,0.734707244,0.677952546,0.706577991,25,-4,21,25,-4,21,36,41,77,36,41,77,-98,-57,-155,-98,-57,-155
0127_botkyrka,2001,74151,200839,157371,177321,216244,159377,187598,37065,37086,0.122240923,0.131153218,0.126633828,0.737054357,0.689229422,0.713384905,138,18,156,163,14,177,22,11,33,58,52,110,40,-115,-75,-58,-172,-230
0127_botkyrka,2002,75216,206408,163667,182065,221576,165378,193271,37611,37605,0.127431953,0.138430054,0.132851517,0.731578947,0.690232921,0.711110635,-12,-46,-58,151,-32,119,36,33,69,94,85,179,-73,-83,-156,-131,-255,-386
0127_botkyrka,2003,75432,210873,168334,187225,225042,170986,197802,37692,37740,0.132514052,0.141047503,0.13673258,0.723772941,0.673036001,0.698624535,-146,-250,-396,5,-282,-277,9,-41,-32,103,44,147,-449,-533,-982,-580,-788,-1368
0127_botkyrka,2004,75830,213843,171853,190746,229362,176038,202470,37913,37917,0.13549917,0.148574482,0.141959015,0.718800718,0.671895991,0.69551937,-123,-112,-235,-118,-394,-512,-16,-9,-25,87,35,122,-259,-307,-566,-839,-1095,-1934
0127_botkyrka,2005,76592,215511,175017,192903,232764,178877,205612,38305,38287,0.138783988,0.159510385,0.149040181,0.708448371,0.666781768,0.687782321,-110,-189,-299,-228,-583,-811,-23,24,1,64,59,123,-290,-282,-572,-1129,-1377,-2506
0127_botkyrka,2006,77553,220296,177069,196392,237176,183111,209970,38871,38682,0.139865022,0.164732292,0.152138042,0.721614485,0.670174988,0.696159383,-181,-178,-359,-409,-761,-1170,-30,-55,-85,34,4,38,-386,-482,-868,-1515,-1859,-3374
0127_botkyrka,2007,79031,229783,180508,202939,247087,187830,217313,39695,39336,0.144045977,0.172291548,0.157973244,0.747057123,0.674393122,0.711091178,-79,-85,-164,-488,-846,-1334,1,1,2,35,5,40,-245,-299,-544,-1760,-2158,-3918
0127_botkyrka,2008,80055,237918,186514,211112,254415,195061,224703,40298,39757,0.145235597,0.181166258,0.162898026,0.749714565,0.676171678,0.713484773,-160,-180,-340,-648,-1026,-1674,-33,-19,-52,2,-14,-12,-325,-448,-773,-2085,-2606,-4691
0127_botkyrka,2009,81195,239302,188520,212530,253914,197658,225845,40951,40244,0.145624492,0.185164293,0.164996891,0.718569132,0.657783718,0.688760984,-133,-203,-336,-781,-1229,-2010,-58,-64,-122,-56,-78,-134,-324,-390,-714,-2409,-2996,-5405
0127_botkyrka,2010,82608,240000,188468,213288,257124,199787,228613,41755,40853,0.148831215,0.192793045,0.170258326,0.733409611,0.671886003,0.703396852,-4,-129,-133,-785,-1358,-2143,29,17,46,-27,-61,-88,-156,-273,-429,-2565,-3269,-5834
0127_botkyrka,2011,84677,245124,189302,216682,263477,202854,233462,42941,41736,0.151004677,0.200965739,0.175234739,0.746219517,0.677233663,0.712713383,122,-24,98,-663,-1382,-2045,9,15,24,-18,-46,-64,66,-128,-62,-2499,-3397,-5896
0127_botkyrka,2012,86274,251454,195523,222771,268290,208780,238808,43740,42534,0.151626712,0.206148282,0.178144239,0.746468794,0.683175412,0.715698608,-192,-82,-274,-855,-1464,-2319,-28,22,-6,-46,-24,-70,-260,-179,-439,-2759,-3576,-6335
0127_botkyrka,2013,87580,255275,200077,228515,273637,214760,244468,44495,43085,0.15347894,0.2126406,0.182246337,0.750809664,0.679979579,0.716341468,-158,-209,-367,-1013,-1673,-2686,-17,-29,-46,-63,-53,-116,-288,-416,-704,-3047,-3992,-7039
0127_botkyrka,2014,88901,260950,203174,232413,278351,218905,248857,45155,43746,0.154589372,0.220233908,0.186521516,0.751074854,0.691288391,0.721929263,-192,-138,-330,-1205,-1811,-3016,25,3,28,-38,-50,-88,-300,-272,-572,-3347,-4264,-7611
0162_danderyd,2000,29570,307692,185352,226315,475138,215797,337194,14213,15357,0.503185596,0.43144849,0.466056394,0.811796711,0.762803871,0.786727855,-7,-10,-17,-7,-10,-17,9,23,32,9,23,32,-86,-41,-127,-86,-41,-127
0162_danderyd,2001,29632,321681,194328,237871,497379,228944,355445,14307,15325,0.506890849,0.44289621,0.473987278,0.801108374,0.766188769,0.783383869,-29,-63,-92,-36,-73,-109,13,-12,1,22,11,33,-66,-76,-142,-152,-117,-269
0162_danderyd,2002,29755,328776,199825,245370,502881,238370,363399,14434,15321,0.516495551,0.447052686,0.480932345,0.790140152,0.755769231,0.772760423,23,-23,0,-13,-96,-109,36,-1,35,58,10,68,35,-43,-8,-117,-160,-277
0162_danderyd,2003,29884,331371,206493,249822,492397,244673,360734,14408,15476,0.520595603,0.453953367,0.48617372,0.768318562,0.744609487,0.756219818,-110,21,-89,-123,-75,-198,-44,24,-20,14,34,48,-103,78,-25,-220,-82,-302
0162_danderyd,2004,30100,340752,212309,258531,511298,254580,375070,14526,15574,0.522609548,0.45990566,0.490219966,0.784244857,0.756799037,0.770237072,7,23,30,-116,-52,-168,25,3,28,39,37,76,-2,56,54,-222,-26,-248
0162_danderyd,2005,30226,348790,219090,264407,533170,266333,391843,14628,15598,0.528449602,0.474355602,0.500575998,0.781872885,0.757477086,0.76943881,-5,-3,-8,-121,-55,-176,26,27,53,65,64,129,34,7,41,-188,-19,-207
0162_danderyd,2006,30492,363696,229088,278629,558694,280808,411447,14754,15738,0.53276314,0.487562189,0.50957211,0.805388471,0.770130183,0.787417056,140,39,179,19,-16,3,124,94,218,189,158,347,171,96,267,-17,77,60
0162_danderyd,2007,30789,380259,237876,289110,597147,299828,439563,14878,15911,0.536229872,0.499016393,0.517094882,0.816321406,0.78422637,0.799938537,-2,43,41,17,27,44,36,48,84,225,206,431,3,70,73,-14,147,133
0162_danderyd,2008,30851,396366,246876,302287,616925,311833,455011,14887,15964,0.545915493,0.50709455,0.525920361,0.80897598,0.784481718,0.796443786,-60,7,-53,-43,34,-9,30,13,43,255,219,474,-91,-18,-109,-105,129,24
0162_danderyd,2009,31150,401735,257835,308912,601031,319055,451106,15011,16139,0.545364332,0.516069303,0.53020869,0.791624365,0.771233205,0.781142082,22,58,80,-21,92,71,19,74,93,274,293,567,-4,96,92,-109,225,116
0162_danderyd,2010,31330,404623,256960,311358,626250,326518,467482,15150,16180,0.544596913,0.526210484,0.535085904,0.799415279,0.781585616,0.790268664,12,14,26,-9,106,97,24,55,79,298,348,646,45,0,45,-64,225,161
0162_danderyd,2011,31799,413428,261000,317568,636369,335229,476750,15352,16447,0.552605424,0.540998808,0.546600877,0.802038762,0.778573988,0.789999387,31,43,74,22,149,171,103,116,219,401,464,865,89,161,250,25,386,411
0162_danderyd,2012,31960,420838,271140,328014,629613,347189,480439,15444,16516,0.556575788,0.54868316,0.55251079,0.801019774,0.788697204,0.794722121,28,39,67,50,188,238,51,38,89,452,502,954,58,56,114,83,442,525
0162_danderyd,2013,32222,427858,280201,336705,637575,361674,491707,15600,16622,0.55967946,0.550591327,0.554982001,0.800445379,0.782124868,0.791034898,25,45,70,75,233,308,32,20,52,484,522,1006,20,20,40,103,462,565
0162_danderyd,2014,32295,433200,285060,343504,657042,375034,508553,15728,16567,0.560614525,0.560718057,0.560667752,0.79700172,0.782368173,0.789527474,-38,-57,-95,37,176,213,29,18,47,513,540,1053,21,-66,-45,124,396,520
0125_ekero,2000,22266,248520,179759,209507,299349,189630,243681,11078,11188,0.193384641,0.212793109,0.203215902,0.860691968,0.821991888,0.841201392,79,79,158,79,79,158,38,48,86,38,48,86,85,97,182,85,97,182
0125_ekero,2001,22626,260941,189238,219864,315761,200248,256937,11217,11409,0.194462541,0.217741935,0.206274069,0.861090026,0.823485748,0.84207761,23,49,72,102,128,230,13,37,50,51,85,136,45,78,123,130,175,305
0125_ekero,2002,22936,269396,196351,226668,318070,207896,262143,11403,11533,0.201576577,0.229996862,0.215965052,0.860384731,0.818222222,0.839152492,78,50,128,180,178,358,52,59,111,103,144,247,78,37,115,208,212,420
0125_ekero,2003,23311,275919,202016,234306,320744,216024,267590,11604,11707,0.203623537,0.236366469,0.220229158,0.847488038,0.814699793,0.831003717,59,55,114,239,233,472,35,40,75,138,184,322,76,56,132,284,268,552
0125_ekero,2004,23594,281209,211805,241305,329064,225382,276364,11733,11861,0.205549354,0.246946034,0.22656618,0.854141836,0.82597212,0.83994973,41,52,93,280,285,565,21,38,59,159,222,381,24,21,45,308,289,597
0125_ekero,2005,24010,287762,216536,246343,340914,231121,285294,11976,12034,0.206289308,0.263933671,0.235454051,0.844235846,0.822707424,0.833430742,73,39,112,353,324,677,31,56,87,190,278,468,117,65,182,425,354,779
0125_ekero,2006,24301,297369,221913,254122,349917,238610,293451,12141,12160,0.211391019,0.278209228,0.245253897,0.856601574,0.831990794,0.844216013,43,59,102,396,383,779,54,75,129,244,353,597,47,36,83,472,390,862
0125_ekero,2007,24687,311428,231183,265316,366963,250459,307650,12314,12373,0.216871262,0.288560998,0.253326114,0.860224457,0.835852824,0.847906004,6,36,42,402,419,821,47,64,111,291,417,708,44,81,125,516,471,987
0125_ekero,2008,24779,322113,242012,276933,380588,261928,320303,12359,12420,0.220581229,0.300784253,0.261328125,0.865965834,0.842869465,0.854328142,0,-16,-16,402,403,805,31,55,86,322,472,794,-90,-67,-157,426,404,830
0125_ekero,2009,25095,328253,248085,283362,384707,268836,325784,12503,12592,0.227164416,0.31351517,0.271117698,0.853960396,0.825850729,0.83977781,32,50,82,434,453,887,53,81,134,375,553,928,4,35,39,430,439,869
0125_ekero,2010,25410,334449,251368,286323,386951,273443,329236,12680,12730,0.230513308,0.319601838,0.275813736,0.855680507,0.835694051,0.845598742,26,-24,2,460,429,889,40,37,77,415,590,1005,47,-45,2,477,394,871
0125_ekero,2011,25767,341176,258667,295078,399900,281443,339749,12860,12907,0.234497954,0.331154022,0.283659423,0.860759494,0.835866685,0.848190396,60,73,133,520,502,1022,42,64,106,457,654,1111,50,93,143,527,487,1014
0125_ekero,2012,26160,348823,264271,302349,410020,289868,349129,13086,13074,0.234935998,0.342033384,0.289242844,0.865701027,0.839917127,0.852693192,24,-19,5,544,483,1027,41,50,91,498,704,1202,76,39,115,603,526,1129
0125_ekero,2013,26355,355353,270564,309016,415521,297499,355877,13230,13125,0.237750385,0.346851654,0.29258947,0.861872305,0.847120563,0.854469854,5,-11,-6,549,472,1021,45,29,74,543,733,1276,23,-53,-30,626,473,1099
0125_ekero,2014,26698,357474,277045,315188,425915,307724,366345,13431,13267,0.244891781,0.356413337,0.300866943,0.859351484,0.847930045,0.853636861,41,22,63,590,494,1084,77,79,156,620,812,1432,63,40,103,689,513,1202
0136_haninge,2000,69644,216410,166129,187769,230467,166640,198285,34752,34892,0.107085265,0.112225064,0.109635985,0.800749334,0.758890012,0.780004098,243,201,444,243,201,444,49,64,113,49,64,113,225,176,401,225,176,401
0136_haninge,2001,70432,226015,174096,196728,241533,175529,208306,35155,35277,0.111310146,0.118803852,0.115022472,0.802646823,0.767381741,0.785170034,190,102,292,433,303,736,67,32,99,116,96,212,125,95,220,350,271,621
0136_haninge,2002,70902,233389,180911,203804,247929,182496,214955,35367,35535,0.115603786,0.126417662,0.120964518,0.799902283,0.764586436,0.782383884,79,42,121,512,345,857,-4,34,30,112,130,242,-91,-44,-135,259,227,486
0136_haninge,2003,71377,237708,184365,208162,251099,187757,219214,35656,35721,0.119207588,0.129800191,0.124454638,0.786063461,0.747118123,0.766757054,-43,-123,-166,469,222,691,19,-18,1,131,112,243,-73,-178,-251,186,49,235
0136_haninge,2004,71355,241688,189556,212227,256216,192356,224016,35631,35724,0.121156242,0.136759889,0.128915059,0.783134698,0.744951214,0.764129207,-181,-187,-368,288,35,323,-42,-28,-70,89,84,173,-366,-317,-683,-180,-268,-448
0136_haninge,2005,71837,244767,192581,215759,262077,197073,229276,35825,36012,0.12238806,0.143760667,0.133026835,0.773324928,0.740527295,0.75698949,-69,-108,-177,219,-73,146,-52,-44,-96,37,40,77,-129,-118,-247,-309,-386,-695
0136_haninge,2006,72956,250590,197287,221563,267778,202314,234877,36496,36460,0.124216552,0.147722713,0.135874027,0.786654804,0.743639656,0.765335427,52,-115,-63,271,-188,83,-4,-61,-65,33,-21,12,98,-110,-12,-211,-496,-707
0136_haninge,2007,73698,260839,202858,229173,276055,209199,242455,36897,36801,0.125780553,0.155101632,0.140366607,0.802899322,0.750901713,0.77711961,-91,-82,-173,180,-270,-90,-54,-8,-62,-21,-29,-50,-163,-184,-347,-374,-680,-1054
0136_haninge,2008,74968,271326,210632,238155,287127,216445,251588,37621,37347,0.125382112,0.162164866,0.143641059,0.805780042,0.749598644,0.777903169,5,19,24,185,-251,-66,-21,7,-14,-42,-22,-64,41,-41,0,-333,-721,-1054
0136_haninge,2009,76237,273881,214660,241934,285474,220306,252743,38254,37983,0.124479702,0.166907983,0.145488257,0.777334432,0.73476258,0.756272873,22,4,26,207,-247,-40,-27,-43,-70,-69,-65,-134,-19,-4,-23,-352,-725,-1077
0136_haninge,2010,77054,276224,215792,243207,288758,222710,255595,38654,38400,0.124211453,0.172434487,0.148052911,0.78925139,0.747533909,0.768617543,-70,-74,-144,137,-321,-184,-42,-8,-50,-111,-73,-184,-143,-124,-267,-495,-849,-1344
0136_haninge,2011,78326,283289,218868,247053,295659,227220,261418,39382,38944,0.126782961,0.180826807,0.153423252,0.797345843,0.750761598,0.77439482,103,20,123,240,-301,-61,22,42,64,-89,-31,-120,81,56,137,-414,-793,-1207
0136_haninge,2012,79430,291712,225240,255454,302832,233882,268386,39970,39460,0.12837227,0.187632213,0.15750774,0.800942531,0.756746271,0.779209768,101,-9,92,341,-310,31,26,13,39,-63,-18,-81,-34,-104,-138,-448,-897,-1345
0136_haninge,2013,80932,297236,230541,261070,307972,239350,273788,40816,40116,0.12975811,0.195518753,0.162008504,0.804088307,0.754274506,0.779704882,184,-8,176,525,-318,207,21,15,36,-42,-3,-45,230,53,283,-218,-844,-1062
0136_haninge,2014,82407,301245,234721,265436,311542,245489,278734,41619,40788,0.130558357,0.204909387,0.166901012,0.80488585,0.759731262,0.78286159,144,47,191,669,-271,398,4,67,71,-38,64,26,131,31,162,-87,-813,-900
0126_huddinge,2000,84535,221161,169320,191489,248019,173252,209806,41869,42666,0.158930608,0.171793898,0.165364968,0.795916017,0.763421986,0.779621125,261,286,547,261,286,547,152,136,288,152,136,288,315,332,647,315,332,647
0126_huddinge,2001,85700,231451,177772,200808,259251,183657,220632,42514,43186,0.166122688,0.180135873,0.173143179,0.790980646,0.76889694,0.779896966,71,99,170,332,385,717,77,64,141,229,200,429,39,53,92,354,385,739
0126_huddinge,2002,86457,237686,183224,206956,264054,189342,225883,42897,43560,0.167796681,0.186741247,0.177287446,0.785768271,0.764538156,0.775114843,-104,-161,-265,228,224,452,-55,-50,-105,174,150,324,-217,-245,-462,137,140,277
0126_huddinge,2003,87121,240621,188962,211747,266556,195956,230556,43298,43823,0.169253052,0.193398766,0.181321411,0.774008744,0.751154843,0.762561372,-96,-175,-271,132,49,181,-28,-60,-88,146,90,236,-231,-367,-598,-94,-227,-321
0126_huddinge,2004,87681,244544,193644,215872,271132,201084,235406,43547,44134,0.172820598,0.204865979,0.18887374,0.775045126,0.75410266,0.764554634,-35,-40,-75,97,9,106,-8,48,40,138,138,276,-145,-141,-286,-239,-368,-607
0126_huddinge,2005,88750,249552,197178,219952,278590,205429,241264,44077,44673,0.176644494,0.216558946,0.196639344,0.764916334,0.749424861,0.757153747,-45,-35,-80,52,-26,26,-15,-18,-33,123,120,243,-34,-96,-130,-273,-464,-737
0126_huddinge,2006,90182,254991,201998,225397,284027,211074,246947,44827,45355,0.179554656,0.223406843,0.201466537,0.771785296,0.753648763,0.762735494,-102,-171,-273,-50,-197,-247,23,-21,2,146,99,245,-146,-190,-336,-419,-654,-1073
0126_huddinge,2007,91827,264299,209865,233268,294282,219249,256344,45826,46001,0.184615385,0.236305092,0.210333433,0.786047346,0.759602794,0.77291772,64,-37,27,14,-234,-220,77,99,176,223,198,421,26,-69,-43,-393,-723,-1116
0126_huddinge,2008,94209,273881,216411,242226,303563,226953,264872,47034,47175,0.191476051,0.247312681,0.219194266,0.787254868,0.751882905,0.76971192,192,129,321,206,-105,101,116,99,215,339,297,636,213,236,449,-180,-487,-667
0126_huddinge,2009,95798,274680,220973,245011,301861,230994,266172,47873,47925,0.196101891,0.256864899,0.226236333,0.762053571,0.732818533,0.747595903,-39,-183,-222,167,-288,-121,31,61,92,370,358,728,-177,-222,-399,-357,-709,-1066
0126_huddinge,2010,97453,279846,221356,247760,305702,233548,269423,48848,48605,0.203146375,0.267989593,0.235216164,0.77313705,0.746181491,0.759815558,-22,-15,-37,145,-303,-158,77,75,152,447,433,880,-95,-111,-206,-452,-820,-1272
0126_huddinge,2011,99049,286632,227142,253896,313652,241014,277267,49788,49261,0.212824062,0.28004461,0.245970342,0.782149012,0.750513699,0.766590312,-31,-95,-126,114,-398,-284,100,75,175,547,508,1055,-39,-173,-212,-491,-993,-1484
0126_huddinge,2012,101010,294315,234834,261600,322225,248760,285518,50849,50161,0.217985348,0.291080526,0.253852468,0.785159171,0.758008321,0.771851582,98,-15,83,212,-413,-201,88,98,186,635,606,1241,54,-17,37,-437,-1010,-1447
0126_huddinge,2013,102557,299558,240199,267203,327705,256249,292030,51633,50924,0.221669012,0.299506721,0.259756053,0.786071085,0.756148911,0.771429506,-6,-104,-110,206,-517,-311,45,-5,40,680,601,1281,-100,-110,-210,-537,-1120,-1657
0126_huddinge,2014,104185,304696,243319,271605,332546,261572,297072,52424,51761,0.226418452,0.30756122,0.266178953,0.788613517,0.761569118,0.775368981,-49,-5,-54,157,-522,-365,98,110,208,778,711,1489,-92,23,-69,-629,-1097,-1726
0123_jarfalla,2000,60471,238170,174964,201670,271819,178945,224078,29923,30548,0.17944061,0.178881842,0.179156978,0.816336526,0.778647348,0.797221552,43,28,71,43,28,71,36,58,94,36,58,94,-81,-24,-105,-81,-24,-105
0123_jarfalla,2001,61132,248185,183043,210318,281123,188174,233502,30271,30861,0.187086389,0.186582809,0.186831639,0.812032086,0.781822958,0.796793428,185,94,279,228,122,350,111,45,156,147,103,250,134,74,208,53,50,103
0123_jarfalla,2002,61290,255531,189833,217403,284377,194878,238476,30326,30964,0.19246363,0.198862317,0.195705882,0.811242826,0.781271396,0.796120117,-34,4,-30,194,126,320,24,66,90,171,169,340,-158,-101,-259,-105,-51,-156
0123_jarfalla,2003,61473,260205,194444,221940,287055,201147,242974,30378,31095,0.196297402,0.203919739,0.200153442,0.798987941,0.768986504,0.783859518,-11,-39,-50,183,87,270,27,-6,21,198,163,361,-160,-130,-290,-265,-181,-446
0123_jarfalla,2004,61564,262549,198634,225640,292107,206148,248038,30485,31079,0.198824447,0.213373183,0.206183122,0.792940794,0.767042118,0.779890793,-90,-114,-204,93,-27,66,1,-8,-7,199,155,354,-62,-207,-269,-327,-388,-715
0123_jarfalla,2005,61743,266330,201583,228864,297699,211466,253538,30588,31155,0.201476857,0.221556182,0.211623556,0.790687554,0.761671687,0.77609801,-30,-83,-113,63,-110,-47,9,-34,-25,208,121,329,-20,-71,-91,-347,-459,-806
0123_jarfalla,2006,62342,272864,206191,235173,304682,217368,260064,30953,31389,0.204098754,0.227701746,0.215992866,0.791484303,0.764376179,0.777912687,17,-89,-72,80,-199,-119,1,1,2,209,122,331,12,-129,-117,-335,-588,-923
0123_jarfalla,2007,63427,281122,212759,242559,314918,224571,268801,31565,31862,0.206389814,0.240101343,0.223327413,0.814757261,0.772354675,0.793554264,70,49,119,150,-150,0,23,43,66,232,165,397,136,58,194,-199,-530,-729
0123_jarfalla,2008,64355,292224,221038,252371,322202,233700,277078,31994,32361,0.20773376,0.250029312,0.228988069,0.810651516,0.766824493,0.788758969,59,24,83,209,-126,83,28,55,83,260,220,480,100,126,226,-99,-404,-503
0123_jarfalla,2009,65295,295777,224621,255971,325048,235984,279552,32409,32886,0.208330868,0.255408724,0.23200894,0.788474792,0.748069804,0.768247161,-25,-8,-33,184,-134,50,-1,10,9,259,230,489,-80,15,-65,-179,-389,-568
0123_jarfalla,2010,66211,297404,224292,257194,325783,237273,280733,32976,33235,0.211624354,0.264432357,0.23809105,0.800743222,0.758604332,0.779747367,42,-86,-44,226,-220,6,55,26,81,314,256,570,97,-39,58,-82,-428,-510
0123_jarfalla,2011,67320,302808,227220,261122,331324,243020,286434,33564,33756,0.215981471,0.276102088,0.246015648,0.80242661,0.760427475,0.781521936,58,92,150,284,-128,156,44,78,122,358,334,692,136,80,216,54,-348,-294
0123_jarfalla,2012,68210,309768,233489,268376,338867,249702,293626,34030,34180,0.219103381,0.280856714,0.249892065,0.803726456,0.761651887,0.78285115,-1,-16,-17,283,-144,139,36,33,69,394,367,761,37,-18,19,91,-366,-275
0123_jarfalla,2013,69167,313303,237648,272764,341497,255066,297596,34514,34653,0.218920145,0.28861602,0.253565317,0.808495682,0.762590663,0.785739606,20,15,35,303,-129,174,21,26,47,415,393,808,9,4,13,100,-362,-262
0123_jarfalla,2014,70701,317660,238524,275679,346950,258864,302312,35371,35330,0.219475697,0.298442858,0.258679393,0.804099002,0.762605042,0.783583935,204,137,341,507,8,515,76,149,225,491,542,1033,304,238,542,404,-124,280
0186_lidingo,2000,40584,262248,179256,211654,379961,202558,285206,19325,21259,0.382301058,0.333915923,0.357342823,0.811235357,0.773303129,0.791736749,-17,-7,-24,-17,-7,-24,14,3,17,14,3,17,-61,9,-52,-61,9,-52
0186_lidingo,2001,40895,274097,187451,221394,398826,213996,299935,19455,21440,0.388087346,0.342440801,0.364488182,0.806981882,0.777158079,0.7916238,29,34,63,12,27,39,51,46,97,65,49,114,59,85,144,-2,94,92
0186_lidingo,2002,41192,280816,195283,228775,401729,221900,305681,19636,21556,0.391211975,0.353005069,0.371489978,0.799525191,0.775432497,0.787115204,24,67,91,36,94,130,16,40,56,81,89,170,69,75,144,67,169,236
0186_lidingo,2003,41194,286117,200942,234180,399868,228835,308452,19667,21527,0.394869313,0.358452878,0.376077586,0.788975403,0.762325853,0.775258706,-28,-85,-113,8,9,17,22,8,30,103,97,200,-66,-132,-198,1,37,38
0186_lidingo,2004,41407,292939,206809,239586,411820,237739,318903,19807,21600,0.398046988,0.366252156,0.38164794,0.79329806,0.769147248,0.78089478,1,20,21,9,29,38,16,-3,13,119,94,213,-18,-8,-26,-17,29,12
0186_lidingo,2005,41892,300150,211645,246208,431606,246420,332776,20015,21877,0.403142364,0.381201988,0.3918523,0.793369584,0.777537617,0.785241774,82,100,182,91,129,220,66,73,139,185,167,352,92,185,277,75,214,289
0186_lidingo,2006,42321,308817,219690,254682,452080,256678,348035,20280,22041,0.407117641,0.391394365,0.399027327,0.804795118,0.791221532,0.797833935,59,57,116,150,186,336,68,75,143,253,242,495,107,106,213,182,320,502
