basomrade,year,mean_income_aged_lt_20,gender
1440312_danviken_s,2001,274104.55,male
1440312_danviken_s,2002,276383.79,male
1440312_danviken_s,2003,275365.23,male
1440312_danviken_s,2004,287380.4,male
1440312_danviken_s,2005,280729.44,male
1440312_danviken_s,2006,299615.02,male
1440312_danviken_s,2007,314526.57,male
1440312_danviken_s,2008,322527.02,male
1440312_danviken_s,2009,326084.74,male
1440312_danviken_s,2010,328884.61,male
1440312_danviken_s,2011,341028.36,male
1440312_danviken_s,2012,352544.18,male
1440312_danviken_s,2013,364880.73,male
1440312_danviken_s,2014,379156.22,male
2110120_sankt_sigfrid,2000,176458.29,male
2110120_sankt_sigfrid,2001,189290.97,male
2110120_sankt_sigfrid,2002,196276.63,male
2110120_sankt_sigfrid,2003,206098.01,male
2110120_sankt_sigfrid,2004,208298.55,male
2110120_sankt_sigfrid,2005,213805.07,male
2110120_sankt_sigfrid,2006,221696.84,male
2110120_sankt_sigfrid,2007,231984.72,male
2110120_sankt_sigfrid,2008,243369.48,male
2110120_sankt_sigfrid,2009,247253.12,male
2110120_sankt_sigfrid,2010,254302.29,male
2110120_sankt_sigfrid,2011,264732.55,male
2110120_sankt_sigfrid,2012,274999.07,male
2110120_sankt_sigfrid,2013,286930.57,male
2110120_sankt_sigfrid,2014,298150.67,male
2110130_ornsberg_nord_ost,2000,172288.91,male
2110130_ornsberg_nord_ost,2001,180869.49,male
2110130_ornsberg_nord_ost,2002,187683.12,male
2110130_ornsberg_nord_ost,2003,193384.71,male
2110130_ornsberg_nord_ost,2004,193906.92,male
2110130_ornsberg_nord_ost,2005,197575.49,male
2110130_ornsberg_nord_ost,2006,203498.12,male
2110130_ornsberg_nord_ost,2007,216126.58,male
2110130_ornsberg_nord_ost,2008,225208.85,male
2110130_ornsberg_nord_ost,2009,239785.77,male
2110130_ornsberg_nord_ost,2010,245961.67,male
2110130_ornsberg_nord_ost,2011,257811.58,male
2110130_ornsberg_nord_ost,2012,259007.24,male
2110130_ornsberg_nord_ost,2013,269134.63,male
2110130_ornsberg_nord_ost,2014,271224.29,male
2110140_vinterviken,2000,171341.69,male
2110140_vinterviken,2001,174309.17,male
2110140_vinterviken,2002,185536.33,male
2110140_vinterviken,2003,191312.83,male
2110140_vinterviken,2004,196687.5,male
2110140_vinterviken,2005,203242.16,male
2110140_vinterviken,2006,217695.06,male
2110140_vinterviken,2007,226329.51,male
2110140_vinterviken,2008,233379.3,male
2110140_vinterviken,2009,236995.22,male
2110140_vinterviken,2010,247128.59,male
2110140_vinterviken,2011,252732.18,male
2110140_vinterviken,2012,256730.51,male
2110140_vinterviken,2013,268001.05,male
2110140_vinterviken,2014,271723.43,male
2110150_ornsberg_syd_ost,2000,133442.88,male
2110150_ornsberg_syd_ost,2001,148978.41,male
2110150_ornsberg_syd_ost,2002,167165.37,male
2110150_ornsberg_syd_ost,2003,175664.51,male
2110150_ornsberg_syd_ost,2004,184456.7,male
2110150_ornsberg_syd_ost,2005,186069.79,male
2110150_ornsberg_syd_ost,2006,188199.33,male
2110150_ornsberg_syd_ost,2007,187385.65,male
2110150_ornsberg_syd_ost,2008,201227.15,male
2110150_ornsberg_syd_ost,2009,201501.75,male
2110150_ornsberg_syd_ost,2010,202838.87,male
2110150_ornsberg_syd_ost,2011,207923.44,male
2110150_ornsberg_syd_ost,2012,216191.58,male
2110150_ornsberg_syd_ost,2013,220505.74,male
2110150_ornsberg_syd_ost,2014,224534.53,male
2110220_ostra_grondal,2000,182081.76,male
2110220_ostra_grondal,2001,191345.9,male
2110220_ostra_grondal,2002,204426.23,male
2110220_ostra_grondal,2003,210727.07,male
2110220_ostra_grondal,2004,219846.88,male
2110220_ostra_grondal,2005,226670.97,male
2110220_ostra_grondal,2006,237119.32,male
2110220_ostra_grondal,2007,248191.41,male
2110220_ostra_grondal,2008,260019.95,male
2110220_ostra_grondal,2009,263700.55,male
2110220_ostra_grondal,2010,267320.81,male
2110220_ostra_grondal,2011,273653.61,male
2110220_ostra_grondal,2012,286493.2,male
2110220_ostra_grondal,2013,298902.21,male
2110220_ostra_grondal,2014,298441.66,male
2110230_ekensberg,2000,189155.33,male
2110230_ekensberg,2001,197731.86,male
2110230_ekensberg,2002,201683.12,male
2110230_ekensberg,2003,207264.8,male
2110230_ekensberg,2004,211563.77,male
2110230_ekensberg,2005,216822.46,male
2110230_ekensberg,2006,230910.88,male
2110230_ekensberg,2007,247222.61,male
2110230_ekensberg,2008,274270.6,male
2110230_ekensberg,2009,280886.69,male
2110230_ekensberg,2010,284425.98,male
2110230_ekensberg,2011,288397.04,male
2110230_ekensberg,2012,302881.55,male
2110230_ekensberg,2013,308870.65,male
2110230_ekensberg,2014,313764.17,male
2110310_axelbergs_torg,2000,101794.83,male
2110310_axelbergs_torg,2001,104681.88,male
2110310_axelbergs_torg,2002,113134.05,male
2110310_axelbergs_torg,2003,125774.06,male
2110310_axelbergs_torg,2004,129093.95,male
2110310_axelbergs_torg,2005,132901.94,male
2110310_axelbergs_torg,2006,138409.28,male
2110310_axelbergs_torg,2007,141635.08,male
2110310_axelbergs_torg,2008,142742.98,male
2110310_axelbergs_torg,2009,145458.85,male
2110310_axelbergs_torg,2010,136270.27,male
2110310_axelbergs_torg,2011,143514.91,male
2110310_axelbergs_torg,2012,146996.22,male
2110310_axelbergs_torg,2013,155291.75,male
2110310_axelbergs_torg,2014,157516.93,male
2110320_klubbacken,2000,180657.44,male
2110320_klubbacken,2001,185331.46,male
2110320_klubbacken,2002,189374.67,male
2110320_klubbacken,2003,195887.58,male
2110320_klubbacken,2004,202357.52,male
2110320_klubbacken,2005,201586.24,male
2110320_klubbacken,2006,210967.9,male
2110320_klubbacken,2007,223572.92,male
2110320_klubbacken,2008,230690.36,male
2110320_klubbacken,2009,229561.1,male
2110320_klubbacken,2010,239409.47,male
2110320_klubbacken,2011,243320.46,male
2110320_klubbacken,2012,264928.68,male
2110320_klubbacken,2013,268955.53,male
2110320_klubbacken,2014,268029.82,male
2110330_axelsberg_syd_ost,2000,179331.25,male
2110330_axelsberg_syd_ost,2001,188919.46,male
2110330_axelsberg_syd_ost,2002,194899.7,male
2110330_axelsberg_syd_ost,2003,202108.72,male
2110330_axelsberg_syd_ost,2004,214195.79,male
2110330_axelsberg_syd_ost,2005,220904.91,male
2110330_axelsberg_syd_ost,2006,243060.15,male
2110330_axelsberg_syd_ost,2007,240093.74,male
2110330_axelsberg_syd_ost,2008,250823.08,male
2110330_axelsberg_syd_ost,2009,257661.95,male
2110330_axelsberg_syd_ost,2010,262312.9,male
2110330_axelsberg_syd_ost,2011,273643.37,male
2110330_axelsberg_syd_ost,2012,280607.44,male
2110330_axelsberg_syd_ost,2013,282631.68,male
2110330_axelsberg_syd_ost,2014,288902.56,male
2110340_stensborg,2000,225822.2,male
2110340_stensborg,2001,232947.44,male
2110340_stensborg,2002,245684.46,male
2110340_stensborg,2003,255417.56,male
2110340_stensborg,2004,262388.35,male
2110340_stensborg,2005,272049.6,male
2110340_stensborg,2006,305737.5,male
2110340_stensborg,2007,315013.81,male
2110340_stensborg,2008,333285.02,male
2110340_stensborg,2009,344680.47,male
2110340_stensborg,2010,352101.64,male
2110340_stensborg,2011,369643.34,male
2110340_stensborg,2012,361479.3,male
2110340_stensborg,2013,369672.8,male
2110340_stensborg,2014,383249.11,male
2110350_sankt_mickelsgatan,2000,227275.09,male
2110350_sankt_mickelsgatan,2001,235842.5,male
2110350_sankt_mickelsgatan,2002,244489.84,male
2110350_sankt_mickelsgatan,2003,255657.88,male
2110350_sankt_mickelsgatan,2004,267754.99,male
2110350_sankt_mickelsgatan,2005,273311.22,male
2110350_sankt_mickelsgatan,2006,287625.57,male
2110350_sankt_mickelsgatan,2007,312216.63,male
2110350_sankt_mickelsgatan,2008,323544.37,male
2110350_sankt_mickelsgatan,2009,333851.68,male
2110350_sankt_mickelsgatan,2010,346460.34,male
2110350_sankt_mickelsgatan,2011,363733.66,male
2110350_sankt_mickelsgatan,2012,375928.84,male
2110350_sankt_mickelsgatan,2013,392061.01,male
2110350_sankt_mickelsgatan,2014,406382.65,male
2110370_ornsberg_syd_vast,2000,162843.67,male
2110370_ornsberg_syd_vast,2001,179855.83,male
2110370_ornsberg_syd_vast,2002,190335.94,male
2110370_ornsberg_syd_vast,2003,197246.68,male
2110370_ornsberg_syd_vast,2004,203524.45,male
2110370_ornsberg_syd_vast,2005,205062.9,male
2110370_ornsberg_syd_vast,2006,202031.43,male
2110370_ornsberg_syd_vast,2007,230451.47,male
2110370_ornsberg_syd_vast,2008,230149.4,male
2110370_ornsberg_syd_vast,2009,248199.57,male
2110370_ornsberg_syd_vast,2010,232252.41,male
2110370_ornsberg_syd_vast,2011,243994.01,male
2110370_ornsberg_syd_vast,2012,240897.6,male
2110370_ornsberg_syd_vast,2013,265599.93,male
2110370_ornsberg_syd_vast,2014,274169.57,male
2110380_hagerstenshamnen,2000,233901.73,male
2110380_hagerstenshamnen,2001,239059.72,male
2110380_hagerstenshamnen,2002,255692.04,male
2110380_hagerstenshamnen,2003,261064.02,male
2110380_hagerstenshamnen,2004,267554.67,male
2110380_hagerstenshamnen,2005,281801.95,male
2110380_hagerstenshamnen,2006,285516.69,male
2110380_hagerstenshamnen,2007,295693.7,male
2110380_hagerstenshamnen,2008,308141.8,male
2110380_hagerstenshamnen,2009,314372.98,male
2110380_hagerstenshamnen,2010,307717.32,male
2110380_hagerstenshamnen,2011,314069.75,male
2110380_hagerstenshamnen,2012,322586.59,male
2110380_hagerstenshamnen,2013,332302.21,male
2110380_hagerstenshamnen,2014,339835.35,male
2110390_axelsberg_nord,2000,191744.59,male
2110390_axelsberg_nord,2001,200488.85,male
2110390_axelsberg_nord,2002,211092.37,male
2110390_axelsberg_nord,2003,216632.52,male
2110390_axelsberg_nord,2004,221529.29,male
2110390_axelsberg_nord,2005,219636.86,male
2110390_axelsberg_nord,2006,229034.04,male
2110390_axelsberg_nord,2007,239826.76,male
2110390_axelsberg_nord,2008,252334.22,male
2110390_axelsberg_nord,2009,256726.7,male
2110390_axelsberg_nord,2010,257617.71,male
2110390_axelsberg_nord,2011,261026.9,male
2110390_axelsberg_nord,2012,264302.27,male
2110390_axelsberg_nord,2013,275210.22,male
2110390_axelsberg_nord,2014,290569.53,male
2110520_norra_hagerstensasen,2000,165747.24,male
2110520_norra_hagerstensasen,2001,178035.25,male
2110520_norra_hagerstensasen,2002,182969.08,male
2110520_norra_hagerstensasen,2003,187951.23,male
2110520_norra_hagerstensasen,2004,192601.9,male
2110520_norra_hagerstensasen,2005,200176.44,male
2110520_norra_hagerstensasen,2006,204399.31,male
2110520_norra_hagerstensasen,2007,217425.55,male
2110520_norra_hagerstensasen,2008,222284.82,male
2110520_norra_hagerstensasen,2009,229915.1,male
2110520_norra_hagerstensasen,2010,227745.86,male
2110520_norra_hagerstensasen,2011,238317.64,male
2110520_norra_hagerstensasen,2012,248303.35,male
2110520_norra_hagerstensasen,2013,256039.49,male
2110520_norra_hagerstensasen,2014,256223.55,male
2110530_sodra_hagerstensasen,2000,172862.86,male
2110530_sodra_hagerstensasen,2001,181383.71,male
2110530_sodra_hagerstensasen,2002,187718.06,male
2110530_sodra_hagerstensasen,2003,191234.58,male
2110530_sodra_hagerstensasen,2004,197619.38,male
2110530_sodra_hagerstensasen,2005,202896.41,male
2110530_sodra_hagerstensasen,2006,209844.3,male
2110530_sodra_hagerstensasen,2007,222060.73,male
2110530_sodra_hagerstensasen,2008,227009.63,male
2110530_sodra_hagerstensasen,2009,232824.92,male
2110530_sodra_hagerstensasen,2010,234695.87,male
2110530_sodra_hagerstensasen,2011,241778.88,male
2110530_sodra_hagerstensasen,2012,251194.93,male
2110530_sodra_hagerstensasen,2013,257475.16,male
2110530_sodra_hagerstensasen,2014,264493.43,male
2110620_nybohov,2000,143740.66,male
2110620_nybohov,2001,152790.21,male
2110620_nybohov,2002,162409.62,male
2110620_nybohov,2003,163414.66,male
2110620_nybohov,2004,165747.67,male
2110620_nybohov,2005,169877.94,male
2110620_nybohov,2006,178806.23,male
2110620_nybohov,2007,192415.89,male
2110620_nybohov,2008,205206.59,male
2110620_nybohov,2009,214195.28,male
2110620_nybohov,2010,219345.21,male
2110620_nybohov,2011,219455.19,male
2110620_nybohov,2012,229052.38,male
2110620_nybohov,2013,237074.23,male
2110620_nybohov,2014,241673.99,male
2110650_liljeholmsberget,2000,219678.15,male
2110650_liljeholmsberget,2001,233039.91,male
2110650_liljeholmsberget,2002,229271.73,male
2110650_liljeholmsberget,2003,242511.14,male
2110650_liljeholmsberget,2004,243295.96,male
2110650_liljeholmsberget,2005,256836.53,male
2110650_liljeholmsberget,2006,265363.58,male
2110650_liljeholmsberget,2007,283675.41,male
2110650_liljeholmsberget,2008,294583.83,male
2110650_liljeholmsberget,2009,302702.31,male
2110650_liljeholmsberget,2010,300544.96,male
2110650_liljeholmsberget,2011,311575.83,male
2110650_liljeholmsberget,2012,311740.02,male
2110650_liljeholmsberget,2013,325872.69,male
2110650_liljeholmsberget,2014,318758.77,male
2110660_lovholmen,2000,180606.59,male
2110660_lovholmen,2001,176879.03,male
2110660_lovholmen,2002,181316.63,male
2110660_lovholmen,2003,206107.13,male
2110660_lovholmen,2004,227409.59,male
2110660_lovholmen,2005,244841.81,male
2110660_lovholmen,2006,248210.9,male
2110660_lovholmen,2007,259739.31,male
2110660_lovholmen,2008,274307.43,male
2110660_lovholmen,2009,290286.69,male
2110660_lovholmen,2010,290523.02,male
2110660_lovholmen,2011,295453.12,male
2110660_lovholmen,2012,302032.71,male
2110660_lovholmen,2013,313369.08,male
2110660_lovholmen,2014,326063.4,male
2110681_nyboda_o,2000,236812.45,male
2110681_nyboda_o,2001,260434.92,male
2110681_nyboda_o,2002,271446.87,male
2110681_nyboda_o,2003,280355.14,male
2110681_nyboda_o,2004,281667.96,male
2110681_nyboda_o,2005,279009.41,male
2110681_nyboda_o,2006,296474.67,male
2110681_nyboda_o,2007,304470.7,male
2110681_nyboda_o,2008,319711.74,male
2110681_nyboda_o,2009,321043.42,male
2110681_nyboda_o,2010,322883.57,male
2110681_nyboda_o,2011,334406.67,male
2110681_nyboda_o,2012,333692.66,male
2110681_nyboda_o,2013,342370.71,male
2110681_nyboda_o,2014,359109.75,male
2110720_svandammen,2000,168956.72,male
2110720_svandammen,2001,180964.54,male
2110720_svandammen,2002,187837.65,male
2110720_svandammen,2003,191541.04,male
2110720_svandammen,2004,195726.5,male
2110720_svandammen,2005,199455.81,male
2110720_svandammen,2006,212707.16,male
2110720_svandammen,2007,226436.78,male
2110720_svandammen,2008,240560.85,male
2110720_svandammen,2009,238212.2,male
2110720_svandammen,2010,237945.0,male
2110720_svandammen,2011,249357.3,male
2110720_svandammen,2012,257220.17,male
2110720_svandammen,2013,262910.67,male
2110720_svandammen,2014,274024.59,male
2110730_fastlagsvagen,2000,161136.15,male
2110730_fastlagsvagen,2001,175825.35,male
2110730_fastlagsvagen,2002,184561.74,male
2110730_fastlagsvagen,2003,186170.32,male
2110730_fastlagsvagen,2004,187115.41,male
2110730_fastlagsvagen,2005,197224.23,male
2110730_fastlagsvagen,2006,209947.91,male
2110730_fastlagsvagen,2007,221122.74,male
2110730_fastlagsvagen,2008,233241.91,male
2110730_fastlagsvagen,2009,242057.66,male
2110730_fastlagsvagen,2010,242664.67,male
2110730_fastlagsvagen,2011,244814.9,male
2110730_fastlagsvagen,2012,257174.59,male
2110730_fastlagsvagen,2013,264434.74,male
2110730_fastlagsvagen,2014,282778.35,male
2110740_telefonplan,2000,172298.67,male
2110740_telefonplan,2001,189060.23,male
2110740_telefonplan,2002,193236.72,male
2110740_telefonplan,2003,199398.12,male
2110740_telefonplan,2004,201956.08,male
2110740_telefonplan,2005,206621.69,male
2110740_telefonplan,2006,217832.96,male
2110740_telefonplan,2007,220627.31,male
2110740_telefonplan,2008,234155.36,male
2110740_telefonplan,2009,234881.66,male
2110740_telefonplan,2010,240379.44,male
2110740_telefonplan,2011,241051.43,male
2110740_telefonplan,2012,250143.84,male
2110740_telefonplan,2013,257519.65,male
2110740_telefonplan,2014,274037.84,male
2110810_norra_malarhojden,2000,221734.91,male
2110810_norra_malarhojden,2001,231149.57,male
2110810_norra_malarhojden,2002,245263.73,male
2110810_norra_malarhojden,2003,250373.21,male
2110810_norra_malarhojden,2004,258371.34,male
2110810_norra_malarhojden,2005,269283.83,male
2110810_norra_malarhojden,2006,284413.03,male
2110810_norra_malarhojden,2007,306070.42,male
2110810_norra_malarhojden,2008,317350.29,male
2110810_norra_malarhojden,2009,328330.71,male
2110810_norra_malarhojden,2010,332785.54,male
2110810_norra_malarhojden,2011,343216.2,male
2110810_norra_malarhojden,2012,356176.69,male
2110810_norra_malarhojden,2013,368021.29,male
2110810_norra_malarhojden,2014,379287.58,male
2110820_gulddragaren,2000,160180.23,male
2110820_gulddragaren,2001,168671.14,male
2110820_gulddragaren,2002,175526.56,male
2110820_gulddragaren,2003,178664.65,male
2110820_gulddragaren,2004,180434.07,male
2110820_gulddragaren,2005,183426.08,male
2110820_gulddragaren,2006,184165.58,male
2110820_gulddragaren,2007,199204.53,male
2110820_gulddragaren,2008,207079.34,male
2110820_gulddragaren,2009,218434.59,male
2110820_gulddragaren,2010,212383.06,male
2110820_gulddragaren,2011,223807.63,male
2110820_gulddragaren,2012,241498.68,male
2110820_gulddragaren,2013,250861.78,male
2110820_gulddragaren,2014,262215.13,male
2110920_karusellvagen,2000,127851.54,male
2110920_karusellvagen,2001,136889.16,male
2110920_karusellvagen,2002,142010.75,male
2110920_karusellvagen,2003,145260.07,male
2110920_karusellvagen,2004,150926.46,male
2110920_karusellvagen,2005,167225.87,male
2110920_karusellvagen,2006,176155.34,male
2110920_karusellvagen,2007,185904.14,male
2110920_karusellvagen,2008,189405.53,male
2110920_karusellvagen,2009,191827.53,male
2110920_karusellvagen,2010,192146.4,male
2110920_karusellvagen,2011,186636.0,male
2110920_karusellvagen,2012,211840.61,male
2110920_karusellvagen,2013,224578.05,male
2110920_karusellvagen,2014,227609.78,male
2110930_korpmossen,2000,199262.94,male
2110930_korpmossen,2001,212137.52,male
2110930_korpmossen,2002,224200.37,male
2110930_korpmossen,2003,232725.89,male
2110930_korpmossen,2004,242090.46,male
2110930_korpmossen,2005,258355.5,male
2110930_korpmossen,2006,259885.42,male
2110930_korpmossen,2007,274328.6,male
2110930_korpmossen,2008,300311.0,male
2110930_korpmossen,2009,306722.99,male
2110930_korpmossen,2010,315275.09,male
2110930_korpmossen,2011,320290.7,male
2110930_korpmossen,2012,331588.52,male
2110930_korpmossen,2013,341447.85,male
2110930_korpmossen,2014,349311.71,male
2110940_hokmossen,2000,142602.85,male
2110940_hokmossen,2001,165515.9,male
2110940_hokmossen,2002,175735.88,male
2110940_hokmossen,2003,178314.89,male
2110940_hokmossen,2004,174820.37,male
2110940_hokmossen,2005,180512.39,male
2110940_hokmossen,2006,190521.27,male
2110940_hokmossen,2007,198473.91,male
2110940_hokmossen,2008,210725.56,male
2110940_hokmossen,2009,210917.22,male
2110940_hokmossen,2010,215099.51,male
2110940_hokmossen,2011,222212.01,male
2110940_hokmossen,2012,224326.89,male
2110940_hokmossen,2013,235102.38,male
2110940_hokmossen,2014,238769.78,male
2120100_fruangen,2000,153489.09,male
2120100_fruangen,2001,161354.76,male
2120100_fruangen,2002,168487.34,male
2120100_fruangen,2003,174599.7,male
2120100_fruangen,2004,180235.06,male
2120100_fruangen,2005,186250.2,male
2120100_fruangen,2006,195796.05,male
2120100_fruangen,2007,204065.44,male
2120100_fruangen,2008,212742.95,male
2120100_fruangen,2009,217458.2,male
2120100_fruangen,2010,218304.66,male
2120100_fruangen,2011,227002.09,male
2120100_fruangen,2012,237638.91,male
2120100_fruangen,2013,243680.65,male
2120100_fruangen,2014,254064.72,male
2120201_herrangen_v,2000,208862.42,male
2120201_herrangen_v,2001,224031.26,male
2120201_herrangen_v,2002,227205.89,male
2120201_herrangen_v,2003,235687.62,male
2120201_herrangen_v,2004,249959.34,male
2120201_herrangen_v,2005,266382.89,male
2120201_herrangen_v,2006,276706.57,male
2120201_herrangen_v,2007,290578.62,male
2120201_herrangen_v,2008,306587.62,male
2120201_herrangen_v,2009,315737.29,male
2120201_herrangen_v,2010,319236.29,male
2120201_herrangen_v,2011,328917.7,male
2120201_herrangen_v,2012,340884.5,male
2120201_herrangen_v,2013,354813.3,male
2120201_herrangen_v,2014,369726.55,male
2120202_herrangen_o,2000,197881.76,male
2120202_herrangen_o,2001,212133.25,male
2120202_herrangen_o,2002,224415.44,male
2120202_herrangen_o,2003,230164.3,male
2120202_herrangen_o,2004,250528.62,male
2120202_herrangen_o,2005,250850.33,male
2120202_herrangen_o,2006,263235.85,male
2120202_herrangen_o,2007,280138.11,male
2120202_herrangen_o,2008,298800.31,male
2120202_herrangen_o,2009,311323.8,male
2120202_herrangen_o,2010,311117.93,male
2120202_herrangen_o,2011,332944.52,male
2120202_herrangen_o,2012,350433.92,male
2120202_herrangen_o,2013,353903.98,male
2120202_herrangen_o,2014,360727.1,male
2120300_liseberg,2000,178993.39,male
2120300_liseberg,2001,189696.27,male
2120300_liseberg,2002,190729.75,male
2120300_liseberg,2003,199800.6,male
2120300_liseberg,2004,207486.11,male
2120300_liseberg,2005,215694.49,male
2120300_liseberg,2006,222587.45,male
2120300_liseberg,2007,235657.79,male
2120300_liseberg,2008,246872.12,male
2120300_liseberg,2009,254549.92,male
2120300_liseberg,2010,262578.01,male
2120300_liseberg,2011,269311.33,male
2120300_liseberg,2012,286968.72,male
2120300_liseberg,2013,295266.85,male
2120300_liseberg,2014,298235.7,male
2120401_langbro_v,2000,183049.3,male
2120401_langbro_v,2001,197107.5,male
2120401_langbro_v,2002,215675.83,male
2120401_langbro_v,2003,216476.9,male
2120401_langbro_v,2004,232013.44,male
2120401_langbro_v,2005,243574.45,male
2120401_langbro_v,2006,249250.24,male
2120401_langbro_v,2007,268619.6,male
2120401_langbro_v,2008,286141.81,male
2120401_langbro_v,2009,290689.14,male
2120401_langbro_v,2010,303024.45,male
2120401_langbro_v,2011,312552.02,male
2120401_langbro_v,2012,321727.37,male
2120401_langbro_v,2013,326484.15,male
2120401_langbro_v,2014,336128.33,male
2120402_langbro_o,2000,200488.71,male
2120402_langbro_o,2001,208906.32,male
2120402_langbro_o,2002,222744.0,male
2120402_langbro_o,2003,235477.13,male
2120402_langbro_o,2004,242175.73,male
2120402_langbro_o,2005,255558.24,male
2120402_langbro_o,2006,261621.84,male
2120402_langbro_o,2007,270919.75,male
2120402_langbro_o,2008,288196.77,male
2120402_langbro_o,2009,290917.64,male
2120402_langbro_o,2010,303295.09,male
2120402_langbro_o,2011,308825.2,male
2120402_langbro_o,2012,323089.24,male
2120402_langbro_o,2013,335595.77,male
2120402_langbro_o,2014,343905.88,male
2120500_langsjo,2000,217906.3,male
2120500_langsjo,2001,236817.38,male
2120500_langsjo,2002,244470.74,male
2120500_langsjo,2003,253701.06,male
2120500_langsjo,2004,263087.53,male
2120500_langsjo,2005,275781.9,male
2120500_langsjo,2006,290109.22,male
2120500_langsjo,2007,308897.78,male
2120500_langsjo,2008,321895.99,male
2120500_langsjo,2009,330788.5,male
2120500_langsjo,2010,336444.14,male
2120500_langsjo,2011,346952.5,male
2120500_langsjo,2012,362240.19,male
2120500_langsjo,2013,370647.85,male
2120500_langsjo,2014,381982.0,male
2120620_norra_solberga,2000,157329.83,male
2120620_norra_solberga,2001,164958.37,male
2120620_norra_solberga,2002,173058.81,male
2120620_norra_solberga,2003,178955.25,male
2120620_norra_solberga,2004,183634.5,male
2120620_norra_solberga,2005,186287.08,male
2120620_norra_solberga,2006,191540.27,male
2120620_norra_solberga,2007,198711.93,male
2120620_norra_solberga,2008,208232.71,male
2120620_norra_solberga,2009,210281.58,male
2120620_norra_solberga,2010,213299.13,male
2120620_norra_solberga,2011,220556.9,male
2120620_norra_solberga,2012,225248.26,male
2120620_norra_solberga,2013,227923.68,male
2120620_norra_solberga,2014,235211.87,male
2120630_vastra_solberga,2000,196974.35,male
2120630_vastra_solberga,2001,200699.48,male
2120630_vastra_solberga,2002,202816.34,male
2120630_vastra_solberga,2003,206277.34,male
2120630_vastra_solberga,2004,218529.0,male
2120630_vastra_solberga,2005,182745.07,male
2120630_vastra_solberga,2006,186980.44,male
2120630_vastra_solberga,2007,192149.87,male
2120630_vastra_solberga,2008,232524.1,male
2120630_vastra_solberga,2009,214399.38,male
2120630_vastra_solberga,2010,221953.56,male
2120630_vastra_solberga,2011,298471.54,male
2120630_vastra_solberga,2012,300548.07,male
2120630_vastra_solberga,2013,299798.15,male
2120630_vastra_solberga,2014,322507.97,male
2120660_sodra_solberga,2000,135762.1,male
2120660_sodra_solberga,2001,144523.14,male
2120660_sodra_solberga,2002,155959.64,male
2120660_sodra_solberga,2003,172014.29,male
2120660_sodra_solberga,2004,179325.95,male
2120660_sodra_solberga,2005,186541.21,male
2120660_sodra_solberga,2006,195916.59,male
2120660_sodra_solberga,2007,205435.75,male
2120660_sodra_solberga,2008,220024.35,male
2120660_sodra_solberga,2009,227147.25,male
2120660_sodra_solberga,2010,229103.04,male
2120660_sodra_solberga,2011,232564.04,male
2120660_sodra_solberga,2012,240648.83,male
2120660_sodra_solberga,2013,252362.45,male
2120660_sodra_solberga,2014,260142.49,male
2120700_vastertorp,2000,155044.72,male
2120700_vastertorp,2001,164646.16,male
2120700_vastertorp,2002,171188.38,male
2120700_vastertorp,2003,177565.82,male
2120700_vastertorp,2004,180825.32,male
2120700_vastertorp,2005,183859.24,male
2120700_vastertorp,2006,189509.59,male
2120700_vastertorp,2007,197700.15,male
2120700_vastertorp,2008,209338.73,male
2120700_vastertorp,2009,213751.61,male
2120700_vastertorp,2010,219492.27,male
2120700_vastertorp,2011,229564.78,male
2120700_vastertorp,2012,241367.51,male
2120700_vastertorp,2013,247274.06,male
2120700_vastertorp,2014,253417.75,male
2120820_vastra_alvsjo,2000,211270.3,male
2120820_vastra_alvsjo,2001,224228.44,male
2120820_vastra_alvsjo,2002,231803.25,male
2120820_vastra_alvsjo,2003,246821.08,male
2120820_vastra_alvsjo,2004,256984.95,male
2120820_vastra_alvsjo,2005,269915.97,male
2120820_vastra_alvsjo,2006,308304.7,male
2120820_vastra_alvsjo,2007,296081.59,male
2120820_vastra_alvsjo,2008,319971.33,male
2120820_vastra_alvsjo,2009,322283.47,male
2120820_vastra_alvsjo,2010,368503.83,male
2120820_vastra_alvsjo,2011,354956.83,male
2120820_vastra_alvsjo,2012,356716.74,male
2120820_vastra_alvsjo,2013,412206.74,male
2120820_vastra_alvsjo,2014,394721.99,male
2120900_orby_slott,2000,185582.07,male
2120900_orby_slott,2001,191818.61,male
2120900_orby_slott,2002,197058.88,male
2120900_orby_slott,2003,203283.05,male
2120900_orby_slott,2004,210888.31,male
2120900_orby_slott,2005,215980.43,male
2120900_orby_slott,2006,222343.44,male
2120900_orby_slott,2007,234911.3,male
2120900_orby_slott,2008,241938.02,male
2120900_orby_slott,2009,254169.81,male
2120900_orby_slott,2010,259339.48,male
2120900_orby_slott,2011,271725.38,male
2120900_orby_slott,2012,283384.21,male
2120900_orby_slott,2013,287522.22,male
2120900_orby_slott,2014,296390.92,male
2121020_okand,2000,143346.81,male
2121020_okand,2001,154183.98,male
2121020_okand,2002,163303.56,male
2121020_okand,2003,167004.67,male
2121020_okand,2004,166561.18,male
2121020_okand,2005,168721.21,male
2121020_okand,2006,176116.7,male
2121020_okand,2007,184892.74,male
2121020_okand,2008,189504.58,male
2121020_okand,2009,193055.33,male
2130100_bandhagen,2000,153464.09,male
2130100_bandhagen,2001,161307.12,male
2130100_bandhagen,2002,168101.84,male
2130100_bandhagen,2003,175133.7,male
2130100_bandhagen,2004,176424.89,male
