basomrade,name,municipality,is--basomrade,size
4111110_norra_runby, Norra Runby,0114_upplands_vasby,TRUE,big
4111120_sodra_runby, Södra Runby,0114_upplands_vasby,TRUE,big
4111130_runby_lovsta, Runby Lövsta,0114_upplands_vasby,TRUE,big
4111140_prastgardsmarken, Prästgårdsmarken,0114_upplands_vasby,TRUE,big
4111900_eds_glesbygd, Eds glesbygd,0114_upplands_vasby,TRUE,big
4122100_lowenstromska_sjukhuset, Löwenströmska Sjukhuset,0114_upplands_vasby,TRUE,big
4122210_norra_vilunda, Norra Vilunda,0114_upplands_vasby,TRUE,big
4122230_apoteksskogen, Apoteksskogen,0114_upplands_vasby,TRUE,big
4122240_vasbyskogen, Väsbyskogen,0114_upplands_vasby,TRUE,big
4122310_korpkulla, Korpkulla,0114_upplands_vasby,TRUE,big
4122340_vilunda, Vilunda,0114_upplands_vasby,TRUE,big
4122420_norra_smedby, Norra Smedby,0114_upplands_vasby,TRUE,big
4122430_sodra_smedby, Södra Smedby,0114_upplands_vasby,TRUE,big
4122520_skalby, Skälby,0114_upplands_vasby,TRUE,big
4122530_carlslund, Carlslund,0114_upplands_vasby,TRUE,big
4122540_brunnby, Brunnby,0114_upplands_vasby,TRUE,big
4122600_vastra_odenslunda, Västra Odenslunda,0114_upplands_vasby,TRUE,big
4133110_sanda, Sanda,0114_upplands_vasby,TRUE,big
4133120_ostra_odenslunda, Östra Odenslunda,0114_upplands_vasby,TRUE,big
4133200_frestaby, Frestaby,0114_upplands_vasby,TRUE,big
4133310_vastra_bollstanas, Västra Bollstanäs,0114_upplands_vasby,TRUE,big
4133330_ostra_bollstanas, Östra Bollstanäs,0114_upplands_vasby,TRUE,big
4133350_sodra_bollstanas, Södra Bollstanäs,0114_upplands_vasby,TRUE,big
4133910_fresta_norra_glesbygd, Fresta norra glesbygd,0114_upplands_vasby,TRUE,big
4133920_fresta_sodra_glesbygd, Fresta södra glesbygd,0114_upplands_vasby,TRUE,big
4210110_centrala_vallentuna, Centrala Vallentuna,0115_vallentuna,TRUE,big
4210210_norra_vallentuna_tatort, Norra Vallentuna tätort,0115_vallentuna,TRUE,big
4210220_nv_a_vallentuna_tatort, NV:a Vallentuna tätort,0115_vallentuna,TRUE,big
4210320_ostra_ormsta, Östra Ormsta,0115_vallentuna,TRUE,big
4210330_vastra_ormsta, Västra Ormsta,0115_vallentuna,TRUE,big
4210340_aby_bostadsomr, Åby bostadsomr,0115_vallentuna,TRUE,big
4210410_vastra_ballsta, Västra Bällsta,0115_vallentuna,TRUE,big
4210420_kragstalund, Kragstalund,0115_vallentuna,TRUE,big
4210430_ballstaberg, Bällstaberg,0115_vallentuna,TRUE,big
4210440_okand,Okänd,0115_vallentuna,TRUE,big
4210510_vallentuna_glesbygd_v, Vallentuna glesbygd V,0115_vallentuna,TRUE,big
4210530_vallentuna_glesbygd_no, Vallentuna glesbygd NO,0115_vallentuna,TRUE,big
4210540_okand,Okänd,0115_vallentuna,TRUE,big
4220000_markims_forsamling, Markims församling,0115_vallentuna,TRUE,big
4230100_lindholmen, Lindholmen,0115_vallentuna,TRUE,big
4230500_okand,Okänd,0115_vallentuna,TRUE,big
4240000_frosunda_forsamling, Frösunda församling,0115_vallentuna,TRUE,big
4250100_karsta, Kårsta,0115_vallentuna,TRUE,big
4250200_ekskogen, Ekskogen,0115_vallentuna,TRUE,big
4250500_karsta_glesbygd, Kårsta glesbygd,0115_vallentuna,TRUE,big
4260500_vada_glesbygd, Vada glesbygd,0115_vallentuna,TRUE,big
4270100_karby, Karby,0115_vallentuna,TRUE,big
4270200_brottby, Brottby,0115_vallentuna,TRUE,big
4270501_ovr_osseby_garns_glesbygd, Övr Össeby-Garns glesbygd,0115_vallentuna,TRUE,big
4270502_algeby_garns_ekskogen, Älgeby/Garns-Ekskogen,0115_vallentuna,TRUE,big
4280000_angarns_forsamling, Angarns församling,0115_vallentuna,TRUE,big
4440110_ljustero, Ljusterö,0117_osteraker,TRUE,big
4440120_ingmarso_m_fl_oar, Ingmarsö m fl öar,0117_osteraker,TRUE,big
4440200_roslags_kulla_fd_forsaml, Roslags-Kulla fd församl,0117_osteraker,TRUE,big
4450110_ekbacken, Ekbacken,0117_osteraker,TRUE,big
4450120_runo_gard, Runö gård,0117_osteraker,TRUE,big
4450130_akersberga, Åkersberga,0117_osteraker,TRUE,big
4450140_kullen, Kullen,0117_osteraker,TRUE,big
4450150_ostra_sora, Östra Söra,0117_osteraker,TRUE,big
4450160_vastra_sora, Västra Söra,0117_osteraker,TRUE,big
4450170_neptunus, Neptunus,0117_osteraker,TRUE,big
4450180_kungsangen, Kungsängen,0117_osteraker,TRUE,big
4450190_tunagard_osterskar, Tunagård Österskär,0117_osteraker,TRUE,big
4450210_akerstorp, Åkerstorp,0117_osteraker,TRUE,big
4450220_smedby, Smedby,0117_osteraker,TRUE,big
4450230_hacksta, Hacksta,0117_osteraker,TRUE,big
4450240_skansta, Skånsta,0117_osteraker,TRUE,big
4450250_singo, Singö,0117_osteraker,TRUE,big
4450260_asatra, Åsätra,0117_osteraker,TRUE,big
4450310_margretelund, Margretelund,0117_osteraker,TRUE,big
4450320_trasatra, Tråsätra,0117_osteraker,TRUE,big
4450330_flaxenvik, Flaxenvik,0117_osteraker,TRUE,big
4450340_skargardsstad, Skärgårdsstad,0117_osteraker,TRUE,big
4451231_okand,Okänd,0117_osteraker,TRUE,big
4451240_norra_runo, Norra Runö,0117_osteraker,TRUE,big
4451250_svinninge, Svinninge,0117_osteraker,TRUE,big
4451410_rydbo, Rydbo,0117_osteraker,TRUE,big
4451420_svartgarn, Svartgarn,0117_osteraker,TRUE,big
4451430_ostra_ryds_glesbygd, Östra Ryds glesbygd,0117_osteraker,TRUE,big
5610200_mortnas, Mörtnäs,0120_varmdo,TRUE,big
5610500_okand,Okänd,0120_varmdo,TRUE,big
5611110_munkmora, Munkmora,0120_varmdo,TRUE,big
5611120_lugnet_flerbostadshus, Lugnet flerbostadshus,0120_varmdo,TRUE,big
5611130_lugnet_smahus, Lugnet småhus,0120_varmdo,TRUE,big
5611140_hojdhagen, Höjdhagen,0120_varmdo,TRUE,big
5611150_okand,Okänd,0120_varmdo,TRUE,big
5611160_osby_grind, Ösby Grind,0120_varmdo,TRUE,big
5611170_osbydalen, Ösbydalen,0120_varmdo,TRUE,big
5611190_holmviksskogen, Holmviksskogen,0120_varmdo,TRUE,big
5620100_brunn, Brunn,0120_varmdo,TRUE,big
5620510_okand,Okänd,0120_varmdo,TRUE,big
5620520_sydvastra_ingaro, Sydvästra Ingarö,0120_varmdo,TRUE,big
5620530_okand,Okänd,0120_varmdo,TRUE,big
5630110_hemmesta, Hemmesta,0120_varmdo,TRUE,big
5630120_fruvik, Fruvik,0120_varmdo,TRUE,big
5630130_hemmestahojden, Hemmestahöjden,0120_varmdo,TRUE,big
5630200_angsvik, Ängsvik,0120_varmdo,TRUE,big
5630300_skeppsdalsstrom, Skeppsdalsström,0120_varmdo,TRUE,big
5630400_kopparmora, Kopparmora,0120_varmdo,TRUE,big
5630510_okand,Okänd,0120_varmdo,TRUE,big
5630520_okand,Okänd,0120_varmdo,TRUE,big
5630600_varmdo_norra_skargard, Värmdö norra skärgård,0120_varmdo,TRUE,big
5640100_djurhamn, Djurhamn,0120_varmdo,TRUE,big
5640200_stavsnas, Stavsnäs,0120_varmdo,TRUE,big
5640510_stavsnas_glesbygd, Stavsnäs glesbygd,0120_varmdo,TRUE,big
5640520_djuro_glesbygd, Djurö glesbygd,0120_varmdo,TRUE,big
5640600_djuro_skargard, Djurö skärgård,0120_varmdo,TRUE,big
5650000_moja_forsamling, Möja församling,0120_varmdo,TRUE,big
5660000_namdo_forsamling, Nämdö församling,0120_varmdo,TRUE,big
3311110_staket, Stäket,0123_jarfalla,TRUE,big
3312220_vastra_kallhall, Västra Kallhäll,0123_jarfalla,TRUE,big
3312230_skogstorp, Skogstorp,0123_jarfalla,TRUE,big
3312240_norra_kallhall, Norra Kallhäll,0123_jarfalla,TRUE,big
3312250_bonas, Bonäs,0123_jarfalla,TRUE,big
3312260_termosvagen, Termosvägen,0123_jarfalla,TRUE,big
3312270_ladersatra, Lädersätra,0123_jarfalla,TRUE,big
3312300_molnsattra, Molnsättra,0123_jarfalla,TRUE,big
3324100_olovslund, Olovslund,0123_jarfalla,TRUE,big
3324200_berghem, Berghem,0123_jarfalla,TRUE,big
3324310_sodra_nibble, Södra Nibble,0123_jarfalla,TRUE,big
3324320_norra_nibble, Norra Nibble,0123_jarfalla,TRUE,big
3324410_tallbohov, Tallbohov,0123_jarfalla,TRUE,big
3324420_hammaren, Hammaren,0123_jarfalla,TRUE,big
3324430_jakobsbergs_centrum, Jakobsbergs centrum,0123_jarfalla,TRUE,big
3324500_vibblaby, Vibblaby,0123_jarfalla,TRUE,big
3335100_norra_viksjo, Norra Viksjö,0123_jarfalla,TRUE,big
3335210_ostra_viksjo, Östra Viksjö,0123_jarfalla,TRUE,big
3335220_viksjo_centrum, Viksjö centrum,0123_jarfalla,TRUE,big
3335310_ostra_lund, Östra Lund,0123_jarfalla,TRUE,big
3335320_vastra_lund, Västra Lund,0123_jarfalla,TRUE,big
3335410_ostra_sandvik, Östra Sandvik,0123_jarfalla,TRUE,big
3335420_sandvik, Sandvik,0123_jarfalla,TRUE,big
3335600_fjallen, Fjällen,0123_jarfalla,TRUE,big
3346110_skalby, Skälby,0123_jarfalla,TRUE,big
3346120_ormbacka, Ormbacka,0123_jarfalla,TRUE,big
3346200_skalby_gard, Skälby gård,0123_jarfalla,TRUE,big
3347300_jarfalla_kyrka, Järfälla kyrka,0123_jarfalla,TRUE,big
3347400_barkarby, Barkarby,0123_jarfalla,TRUE,big
3347500_barsbro, Barsbro,0123_jarfalla,TRUE,big
3210100_drottningholm, Drottningholm,0125_ekero,TRUE,big
3210500_lovo_glesbygd, Lovö glesbygd,0125_ekero,TRUE,big
3220101_tappstrom_narlunda, Tappström/Närlunda,0125_ekero,TRUE,big
3220102_ostra_narlunda, Östra Närlunda,0125_ekero,TRUE,big
3220103_ekero_centrum, Ekerö centrum,0125_ekero,TRUE,big
3220211_alvnas, Älvnäs,0125_ekero,TRUE,big
3220212_brunna, Brunna,0125_ekero,TRUE,big
3220230_knalleborg, Knalleborg,0125_ekero,TRUE,big
3220261_ostra_trakvista, Östra Träkvista,0125_ekero,TRUE,big
3220262_gallsta_o, Gällsta Ö,0125_ekero,TRUE,big
3220270_sandudden, Sandudden,0125_ekero,TRUE,big
3220500_ekero_glesbygd, Ekerö glesbygd,0125_ekero,TRUE,big
3230000_munso_forsamling, Munsö församling,0125_ekero,TRUE,big
3240000_adelso_forsamling, Adelsö församling,0125_ekero,TRUE,big
3250100_farentuna_fd_forsaml, Färentuna fd församl,0125_ekero,TRUE,big
3250201_hilleshogs_fd_forsaml, Hilleshögs fd församl,0125_ekero,TRUE,big
3250202_ricksattra, Ricksättra,0125_ekero,TRUE,big
3250310_stenhamra, Stenhamra,0125_ekero,TRUE,big
3250320_sanga_glesbygd, Sånga glesbygd,0125_ekero,TRUE,big
3250400_ska_fd_forsaml, Skå fd församl,0125_ekero,TRUE,big
5310420_skogsang_milsten, Skogsäng Milsten,0126_huddinge,TRUE,big
5310810_fullersta_gard, Fullersta Gård,0126_huddinge,TRUE,big
5310830_fridhem, Fridhem,0126_huddinge,TRUE,big
5310840_kallbrink_vistaberg, Källbrink Vistaberg,0126_huddinge,TRUE,big
5310850_vardkasen, Vårdkasen,0126_huddinge,TRUE,big
5310910_sjodalen_huddinge_c, Sjödalen - Huddinge C,0126_huddinge,TRUE,big
5310941_solgard, Solgård,0126_huddinge,TRUE,big
5310942_sorskogen, Sörskogen,0126_huddinge,TRUE,big
5310950_horningsnas_balingsnas, Hörningsnäs Balingsnäs,0126_huddinge,TRUE,big
5311010_stuvsta_kvarnberget, Stuvsta Kvarnberget,0126_huddinge,TRUE,big
5311030_segersminne, Segersminne,0126_huddinge,TRUE,big
5311041_stensangen_hogmora, Stensängen Högmora,0126_huddinge,TRUE,big
5311042_kynas, Kynäs,0126_huddinge,TRUE,big
5311110_glado_kvarn, Gladö Kvarn,0126_huddinge,TRUE,big
5311120_adran, Ådran,0126_huddinge,TRUE,big
5320110_trangsunds_centrum, Trångsunds centrum,0126_huddinge,TRUE,big
5320120_trangsunds_smahus, Trångsunds småhus,0126_huddinge,TRUE,big
5320310_vastra_skogas, Västra Skogås,0126_huddinge,TRUE,big
5320320_ostra_skogas, Östra Skogås,0126_huddinge,TRUE,big
5320410_lanna_drevviken, Länna Drevviken,0126_huddinge,TRUE,big
5320510_trangsunds_glesbygd, Trångsunds glesbygd,0126_huddinge,TRUE,big
5320520_vidja, Vidja,0126_huddinge,TRUE,big
5330110_varby_gard, Vårby Gård,0126_huddinge,TRUE,big
5330200_masmo, Masmo,0126_huddinge,TRUE,big
5330331_smista_juringe, Smista Juringe,0126_huddinge,TRUE,big
5330332_jakobslund, Jakobslund,0126_huddinge,TRUE,big
5330340_krakvik, Kråkvik,0126_huddinge,TRUE,big
5330410_utsalje, Utsälje,0126_huddinge,TRUE,big
5330430_snattringe_gard, Snättringe gård,0126_huddinge,TRUE,big
5340500_glomsta, Glömsta,0126_huddinge,TRUE,big
5340630_kasta, Kästa,0126_huddinge,TRUE,big
5340640_grantorp, Grantorp,0126_huddinge,TRUE,big
5340710_visattra, Visättra,0126_huddinge,TRUE,big
5110110_albyslatten, Albyslätten,0127_botkyrka,TRUE,big
5110120_albyberget, Albyberget,0127_botkyrka,TRUE,big
5110150_rotemannen, Rotemannen,0127_botkyrka,TRUE,big
5110160_alby_gard, Alby Gård,0127_botkyrka,TRUE,big
5110240_aspberget, Aspberget,0127_botkyrka,TRUE,big
5110260_ostra_eriksberg, Östra Eriksberg,0127_botkyrka,TRUE,big
5110270_vastra_eriksberg, Västra Eriksberg,0127_botkyrka,TRUE,big
5110280_tre_kallor, Tre källor,0127_botkyrka,TRUE,big
5110290_sturehov, Sturehov,0127_botkyrka,TRUE,big
5110311_krogarvagen_vardshusvagen, Krögarvägen-Värdshusvägen,0127_botkyrka,TRUE,big
5110312_forvagen, Forvägen,0127_botkyrka,TRUE,big
5110320_fittja_gard, Fittja Gård,0127_botkyrka,TRUE,big
5110410_sodra_hallunda, Södra Hallunda,0127_botkyrka,TRUE,big
5110420_slagsta, Slagsta,0127_botkyrka,TRUE,big
5110430_brunna, Brunna,0127_botkyrka,TRUE,big
5110450_sodra_norsborg, Södra Norsborg,0127_botkyrka,TRUE,big
5110460_tornbergsfaltet, Tornbergsfältet,0127_botkyrka,TRUE,big
5110480_nordostra_norsborg, Nordöstra Norsborg,0127_botkyrka,TRUE,big
5110490_nordvastra_norsborg, Nordvästra Norsborg,0127_botkyrka,TRUE,big
5120730_tumba_centrum, Tumba centrum,0127_botkyrka,TRUE,big
5120750_segersjo, Segersjö,0127_botkyrka,TRUE,big
5120780_tumba_villastad, Tumba villastad,0127_botkyrka,TRUE,big
5120790_skacklinge, Skäcklinge,0127_botkyrka,TRUE,big
5120810_storvreten, Storvreten,0127_botkyrka,TRUE,big
5120820_blockvagen, Blockvägen,0127_botkyrka,TRUE,big
5120830_grytstigen, Grytstigen,0127_botkyrka,TRUE,big
5120840_vedstigen, Vedstigen,0127_botkyrka,TRUE,big
5120910_tumba_bruk, Tumba Bruk,0127_botkyrka,TRUE,big
5120920_tumba_glesbygd, Tumba glesbygd,0127_botkyrka,TRUE,big
5120930_kommunalhuset, Kommunalhuset,0127_botkyrka,TRUE,big
5120940_tuna, Tuna,0127_botkyrka,TRUE,big
5120950_nackdala, Nackdala,0127_botkyrka,TRUE,big
5120970_loviseberg, Loviseberg,0127_botkyrka,TRUE,big
5130810_uttran, Uttran,0127_botkyrka,TRUE,big
5130820_varsta, Vårsta,0127_botkyrka,TRUE,big
5130830_grodinge_glesbygd, Grödinge glesbygd,0127_botkyrka,TRUE,big
5140110_tullinge_villastad, Tullinge villastad,0127_botkyrka,TRUE,big
5140620_tullingeberg, Tullingeberg,0127_botkyrka,TRUE,big
5140641_tullinge_parkhem, Tullinge parkhem,0127_botkyrka,TRUE,big
5140642_lanthem_n, Lanthem N,0127_botkyrka,TRUE,big
5140650_tullinge_centrum, Tullinge centrum,0127_botkyrka,TRUE,big
5140660_banslatt, Banslätt,0127_botkyrka,TRUE,big
5140690_okand,Okänd,0127_botkyrka,TRUE,big
5140711_tullinge_skog, Tullinge skog,0127_botkyrka,TRUE,big
5140712_lanthem_s, Lanthem S,0127_botkyrka,TRUE,big
5711010_soderby_garde, Söderby Gärde,0128_salem,TRUE,big
5711020_soderby_park, Söderby Park,0128_salem,TRUE,big
5711110_skyttorp, Skyttorp,0128_salem,TRUE,big
5711120_skogsang, Skogsäng,0128_salem,TRUE,big
5711130_soderby, Söderby,0128_salem,TRUE,big
5711200_salems_centrum, Salems centrum,0128_salem,TRUE,big
5712110_norra_ronninge, Norra Rönninge,0128_salem,TRUE,big
5712210_uttringe, Uttringe,0128_salem,TRUE,big
5712220_ostra_ronninge, Östra Rönninge,0128_salem,TRUE,big
5712300_ronninge_centrum, Rönninge Centrum,0128_salem,TRUE,big
5713000_salems_glesbygd, Salems glesbygd,0128_salem,TRUE,big
5211120_gudo, Gudö,0136_haninge,TRUE,big
5211131_sodra_vendelso, Södra Vendelsö,0136_haninge,TRUE,big
5211132_sagen, Sågen,0136_haninge,TRUE,big
5211140_norra_vendelso, Norra Vendelsö,0136_haninge,TRUE,big
5211150_dalen, Dalen,0136_haninge,TRUE,big
5211210_vendelsomalm, Vendelsömalm,0136_haninge,TRUE,big
5211220_eriksberg, Eriksberg,0136_haninge,TRUE,big
5211230_ramsdalen, Ramsdalen,0136_haninge,TRUE,big
5211320_brandbergens_industriomr, Brandbergens industriomr,0136_haninge,TRUE,big
5211330_brandbergen_flerbost_hus, Brandbergen flerbost-hus,0136_haninge,TRUE,big
5211340_brandbergen_smahus, Brandbergen småhus,0136_haninge,TRUE,big
5211430_kolartorp, Kolartorp,0136_haninge,TRUE,big
5211440_okand,Okänd,0136_haninge,TRUE,big
5211450_okand,Okänd,0136_haninge,TRUE,big
5211511_haninge_centrum, Haninge centrum,0136_haninge,TRUE,big
5211512_vastra_handen, Västra Handen,0136_haninge,TRUE,big
5211520_norra_handen, Norra Handen,0136_haninge,TRUE,big
5211540_valla, Valla,0136_haninge,TRUE,big
5211550_sodra_handen, Södra Handen,0136_haninge,TRUE,big
5211610_jordbro_flerbostadshus, Jordbro flerbostadshus,0136_haninge,TRUE,big
5211620_jordbro_smahus, Jordbro småhus,0136_haninge,TRUE,big
5211710_norrby, Norrby,0136_haninge,TRUE,big
5211800_norra_soderby, Norra Söderby,0136_haninge,TRUE,big
5211920_galo_sandemar, Gålö Sandemar,0136_haninge,TRUE,big
5211930_tyresta, Tyresta,0136_haninge,TRUE,big
5211940_osterhaninge_kyrka, Österhaninge kyrka,0136_haninge,TRUE,big
5211950_arsta_havsbad_o, Årsta Havsbad Ö,0136_haninge,TRUE,big
5222100_dalaro, Dalarö,0136_haninge,TRUE,big
5222500_smadalaro, Smådalarö,0136_haninge,TRUE,big
5233000_uto, Utö,0136_haninge,TRUE,big
5240000_orno_forsamling, Ornö församling,0136_haninge,TRUE,big
5255110_aby, Åby,0136_haninge,TRUE,big
5255121_jagartorp, Jägartorp,0136_haninge,TRUE,big
5255130_vasterhaninge_kyrka, Västerhaninge kyrka,0136_haninge,TRUE,big
5255140_ribby, Ribby,0136_haninge,TRUE,big
5255150_okand,Okänd,0136_haninge,TRUE,big
5255210_norra_tungelsta, Norra Tungelsta,0136_haninge,TRUE,big
5255220_sodra_tungelsta, Södra Tungelsta,0136_haninge,TRUE,big
5255910_vasterhaninge_glesbygd_n, Västerhaninge glesbygd N,0136_haninge,TRUE,big
5255920_vasterhaninge_glesbygd_s, Västerhaninge glesbygd S,0136_haninge,TRUE,big
5255930_arsta_havsbad_v_berga, Årsta Havsbad V - Berga,0136_haninge,TRUE,big
5260000_musko_forsamling, Muskö församling,0136_haninge,TRUE,big
5511000_vastra_trollbacken, Västra Trollbäcken,0138_tyreso,TRUE,big
5511120_centrala_trollbacken, Centrala Trollbäcken,0138_tyreso,TRUE,big
5511130_sodergarden, Södergården,0138_tyreso,TRUE,big
5511140_skalsatra, Skälsätra,0138_tyreso,TRUE,big
5511150_norra_hanviken, Norra Hanviken,0138_tyreso,TRUE,big
5511160_sodra_hanviken, Södra Hanviken,0138_tyreso,TRUE,big
5512010_norra_lindalen, Norra Lindalen,0138_tyreso,TRUE,big
5513010_tyreso_centrum, Tyresö Centrum,0138_tyreso,TRUE,big
5513020_simvagen, Simvägen,0138_tyreso,TRUE,big
5513110_granitvagen, Granitvägen,0138_tyreso,TRUE,big
5513120_pluggvagen, Pluggvägen,0138_tyreso,TRUE,big
5513140_mellanbergsvagen, Mellanbergsvägen,0138_tyreso,TRUE,big
5513150_granangsringen, Granängsringen,0138_tyreso,TRUE,big
5513160_vastra_farmarstigen, Västra Farmarstigen,0138_tyreso,TRUE,big
5513170_ostra_farmarstigen, Östra Farmarstigen,0138_tyreso,TRUE,big
5513210_ostra_bollmora, Östra Bollmora,0138_tyreso,TRUE,big
5513220_bondevagen, Bondevägen,0138_tyreso,TRUE,big
5513310_norra_bollmora, Norra Bollmora,0138_tyreso,TRUE,big
5513330_vastra_fardala, Västra Fårdala,0138_tyreso,TRUE,big
5513410_fardala, Fårdala,0138_tyreso,TRUE,big
5514000_krusboda, Krusboda,0138_tyreso,TRUE,big
5515010_oringe, Öringe,0138_tyreso,TRUE,big
5515120_okand,Okänd,0138_tyreso,TRUE,big
5515210_okand,Okänd,0138_tyreso,TRUE,big
5515220_okand,Okänd,0138_tyreso,TRUE,big
4010130_gamla_bro_tatort, Gamla Bro tätort,0139_upplands_bro,TRUE,big
4010140_bro_centrum, Bro centrum,0139_upplands_bro,TRUE,big
4010500_okand,Okänd,0139_upplands_bro,TRUE,big
4020000_lassa_forsamling, Låssa församling,0139_upplands_bro,TRUE,big
4050100_habo_tibble_kyrkby, Håbo-Tibble kyrkby,0139_upplands_bro,TRUE,big
4050200_mariedal_nashagen, Mariedal-Näshagen,0139_upplands_bro,TRUE,big
4050500_habo_tibble_glesbygd, Håbo-Tibble glesbygd,0139_upplands_bro,TRUE,big
4060000_hatuna_forsamling, Håtuna församling,0139_upplands_bro,TRUE,big
4070110_sodra_kungsangen, Södra Kungsängen,0139_upplands_bro,TRUE,big
4070120_norra_kungsangen, Norra Kungsängen,0139_upplands_bro,TRUE,big
4070130_tibblehojden, Tibblehöjden,0139_upplands_bro,TRUE,big
4070150_tibbleangen, Tibbleängen,0139_upplands_bro,TRUE,big
4070160_sylta, Sylta,0139_upplands_bro,TRUE,big
4070170_okand,Okänd,0139_upplands_bro,TRUE,big
4070210_brunna_tatort, Brunna tätort,0139_upplands_bro,TRUE,big
6410100_nykvarn, Nykvarn,0140_nykvarn,TRUE,big
6410500_turinge_glesbygd, Turinge glesbygd,0140_nykvarn,TRUE,big
6420000_taxinge_forsamling, Taxinge församling,0140_nykvarn,TRUE,big
3910110_vastra_nasbypark, Västra Näsbypark,0160_taby,TRUE,big
3910120_ornstigen, Örnstigen,0160_taby,TRUE,big
3910130_nasbyparks_centrum, Näsbyparks centrum,0160_taby,TRUE,big
3910140_nasby_slott, Näsby slott,0160_taby,TRUE,big
3910170_ostra_nasbypark, Östra Näsbypark,0160_taby,TRUE,big
3910190_lahall, Lahäll,0160_taby,TRUE,big
3910210_nasbydal, Näsbydal,0160_taby,TRUE,big
3910220_grindtorp, Grindtorp,0160_taby,TRUE,big
3910240_taby_centrum, Täby centrum,0160_taby,TRUE,big
3910270_marknadsvagen, Marknadsvägen,0160_taby,TRUE,big
3910280_akerbyvagen, Åkerbyvägen,0160_taby,TRUE,big
3910310_sodra_viggbyholm, Södra Viggbyholm,0160_taby,TRUE,big
3910320_viggbygardet, Viggbygärdet,0160_taby,TRUE,big
3910330_mellersta_viggbyholm, Mellersta Viggbyholm,0160_taby,TRUE,big
3910350_norra_viggbyholm, Norra Viggbyholm,0160_taby,TRUE,big
3910370_norra_hagernas, Norra Hägernäs,0160_taby,TRUE,big
3910380_sodra_hagernas, Södra Hägernäs,0160_taby,TRUE,big
3910480_norra_landsbygden, Norra landsbygden,0160_taby,TRUE,big
3910730_ella, Ella,0160_taby,TRUE,big
3910770_vastra_ensta, Västra Ensta,0160_taby,TRUE,big
3910780_ostra_ensta, Östra Ensta,0160_taby,TRUE,big
3910790_kullagrand, Kullagränd,0160_taby,TRUE,big
3910810_norra_ellagard, Norra Ellagård,0160_taby,TRUE,big
3910820_sodra_ellagard, Södra Ellagård,0160_taby,TRUE,big
3910830_ava, Åva,0160_taby,TRUE,big
3910840_vastra_ellagard, Västra Ellagård,0160_taby,TRUE,big
3910910_skarpang, Skarpäng,0160_taby,TRUE,big
3910920_gripsvall, Gripsvall,0160_taby,TRUE,big
3911010_ostra_roslags_nasby, Östra Roslags-Näsby,0160_taby,TRUE,big
3911020_vastra_roslags_nasby, Västra Roslags-Näsby,0160_taby,TRUE,big
3911510_lansen, Lansen,0160_taby,TRUE,big
3911520_sodra_gribbylund, Södra Gribbylund,0160_taby,TRUE,big
3911530_gribbylunds_centrum, Gribbylunds centrum,0160_taby,TRUE,big
3911540_norra_gribbylund, Norra Gribbylund,0160_taby,TRUE,big
3911550_sveavagen, Sveavägen,0160_taby,TRUE,big
3911610_ostra_vallabrink, Östra Vallabrink,0160_taby,TRUE,big
3911620_vastra_vallabrink, Västra Vallabrink,0160_taby,TRUE,big
3911660_visinge, Visinge,0160_taby,TRUE,big
3911670_vallatorp, Vallatorp,0160_taby,TRUE,big
3911680_erikslund, Erikslund,0160_taby,TRUE,big
3911740_s_a_midgards_industriomr, S:a Midgårds industriomr,0160_taby,TRUE,big
3911750_taby_kyrka, Täby Kyrka,0160_taby,TRUE,big
3911760_midgard, Midgård,0160_taby,TRUE,big
3911780_ostra_taby_kyrkby, Östra Täby Kyrkby,0160_taby,TRUE,big
3911790_runborg, Runborg,0160_taby,TRUE,big
3110110_ostra_enebyberg, Östra Enebyberg,0162_danderyd,TRUE,big
3110120_vastra_enebyberg, Västra Enebyberg,0162_danderyd,TRUE,big
3110260_satra, Sätra,0162_danderyd,TRUE,big
3110270_nora, Nora,0162_danderyd,TRUE,big
3110280_klingsta, Klingsta,0162_danderyd,TRUE,big
3110330_morbyskogen, Mörbyskogen,0162_danderyd,TRUE,big
3110340_kevinge, Kevinge,0162_danderyd,TRUE,big
3110350_morby_centrum, Mörby Centrum,0162_danderyd,TRUE,big
3110370_morbylund, Mörbylund,0162_danderyd,TRUE,big
3110430_norra_djursholm, Norra Djursholm,0162_danderyd,TRUE,big
3110440_sodra_djursholm, Södra Djursholm,0162_danderyd,TRUE,big
3110450_osby, Ösby,0162_danderyd,TRUE,big
3110460_ekeby, Ekeby,0162_danderyd,TRUE,big
3110510_norra_stocksund, Norra Stocksund,0162_danderyd,TRUE,big
3110530_inverness, Inverness,0162_danderyd,TRUE,big
3110540_sodra_stocksund, Södra Stocksund,0162_danderyd,TRUE,big
3110610_klockargarden, Klockargården,0162_danderyd,TRUE,big
3110620_berga, Berga,0162_danderyd,TRUE,big
3610120_gillberga, Gillberga,0163_sollentuna,TRUE,big
3610140_rotsunda, Rotsunda,0163_sollentuna,TRUE,big
3610170_rotebro_centrum, Rotebro centrum,0163_sollentuna,TRUE,big
3610180_rotsunda_gard, Rotsunda gård,0163_sollentuna,TRUE,big
3610210_vastra_viby, Västra Viby,0163_sollentuna,TRUE,big
3610230_ostra_viby, Östra Viby,0163_sollentuna,TRUE,big
3610310_vastra_norrviken, Västra Norrviken,0163_sollentuna,TRUE,big
