basomrade,year,population_20xx_12_31,gender
1430220_ostra_aso,2002,2436,male
1430220_ostra_aso,2003,2450,male
1430220_ostra_aso,2004,2473,male
1430220_ostra_aso,2005,2496,male
1430220_ostra_aso,2006,2491,male
1430220_ostra_aso,2007,2461,male
1430220_ostra_aso,2008,2517,male
1430220_ostra_aso,2009,2542,male
1430220_ostra_aso,2010,2532,male
1430220_ostra_aso,2011,2596,male
1430220_ostra_aso,2012,2590,male
1430220_ostra_aso,2013,2615,male
1430220_ostra_aso,2014,2596,male
1430230_katarina_kyrka,2000,1165,male
1430230_katarina_kyrka,2001,1125,male
1430230_katarina_kyrka,2002,1104,male
1430230_katarina_kyrka,2003,1178,male
1430230_katarina_kyrka,2004,1200,male
1430230_katarina_kyrka,2005,1207,male
1430230_katarina_kyrka,2006,1179,male
1430230_katarina_kyrka,2007,1208,male
1430230_katarina_kyrka,2008,1216,male
1430230_katarina_kyrka,2009,1216,male
1430230_katarina_kyrka,2010,1230,male
1430230_katarina_kyrka,2011,1217,male
1430230_katarina_kyrka,2012,1218,male
1430230_katarina_kyrka,2013,1219,male
1430230_katarina_kyrka,2014,1193,male
1430240_bjurholmsplan,2000,2815,male
1430240_bjurholmsplan,2001,2841,male
1430240_bjurholmsplan,2002,2831,male
1430240_bjurholmsplan,2003,2847,male
1430240_bjurholmsplan,2004,2852,male
1430240_bjurholmsplan,2005,2856,male
1430240_bjurholmsplan,2006,2836,male
1430240_bjurholmsplan,2007,2834,male
1430240_bjurholmsplan,2008,2820,male
1430240_bjurholmsplan,2009,2859,male
1430240_bjurholmsplan,2010,2911,male
1430240_bjurholmsplan,2011,2941,male
1430240_bjurholmsplan,2012,2927,male
1430240_bjurholmsplan,2013,3004,male
1430240_bjurholmsplan,2014,3018,male
1430250_nytorget,2000,2188,male
1430250_nytorget,2001,2253,male
1430250_nytorget,2002,2257,male
1430250_nytorget,2003,2278,male
1430250_nytorget,2004,2265,male
1430250_nytorget,2005,2288,male
1430250_nytorget,2006,2289,male
1430250_nytorget,2007,2356,male
1430250_nytorget,2008,2411,male
1430250_nytorget,2009,2480,male
1430250_nytorget,2010,2471,male
1430250_nytorget,2011,2428,male
1430250_nytorget,2012,2483,male
1430250_nytorget,2013,2506,male
1430250_nytorget,2014,2514,male
1440110_ersta,2000,388,male
1440110_ersta,2001,381,male
1440110_ersta,2002,387,male
1440110_ersta,2003,392,male
1440110_ersta,2004,389,male
1440110_ersta,2005,376,male
1440110_ersta,2006,366,male
1440110_ersta,2007,382,male
1440110_ersta,2008,383,male
1440110_ersta,2009,370,male
1440110_ersta,2010,392,male
1440110_ersta,2011,400,male
1440110_ersta,2012,391,male
1440110_ersta,2013,396,male
1440110_ersta,2014,397,male
1440120_sofia_kyrka,2000,3241,male
1440120_sofia_kyrka,2001,3250,male
1440120_sofia_kyrka,2002,3283,male
1440120_sofia_kyrka,2003,3226,male
1440120_sofia_kyrka,2004,3240,male
1440120_sofia_kyrka,2005,3296,male
1440120_sofia_kyrka,2006,3270,male
1440120_sofia_kyrka,2007,3258,male
1440120_sofia_kyrka,2008,3302,male
1440120_sofia_kyrka,2009,3359,male
1440120_sofia_kyrka,2010,3353,male
1440120_sofia_kyrka,2011,3409,male
1440120_sofia_kyrka,2012,3415,male
1440120_sofia_kyrka,2013,3504,male
1440120_sofia_kyrka,2014,3532,male
1440210_tullgarden,2000,542,male
1440210_tullgarden,2001,564,male
1440210_tullgarden,2002,587,male
1440210_tullgarden,2003,584,male
1440210_tullgarden,2004,590,male
1440210_tullgarden,2005,583,male
1440210_tullgarden,2006,602,male
1440210_tullgarden,2007,608,male
1440210_tullgarden,2008,605,male
1440210_tullgarden,2009,580,male
1440210_tullgarden,2010,590,male
1440210_tullgarden,2011,588,male
1440210_tullgarden,2012,594,male
1440210_tullgarden,2013,605,male
1440210_tullgarden,2014,622,male
1440220_vita_bergen,2000,1202,male
1440220_vita_bergen,2001,1182,male
1440220_vita_bergen,2002,1159,male
1440220_vita_bergen,2003,1087,male
1440220_vita_bergen,2004,1126,male
1440220_vita_bergen,2005,1144,male
1440220_vita_bergen,2006,1198,male
1440220_vita_bergen,2007,1288,male
1440220_vita_bergen,2008,1408,male
1440220_vita_bergen,2009,1403,male
1440220_vita_bergen,2010,1423,male
1440220_vita_bergen,2011,1461,male
1440220_vita_bergen,2012,1464,male
1440220_vita_bergen,2013,1466,male
1440220_vita_bergen,2014,1502,male
1440230_blecktornet,2000,1042,male
1440230_blecktornet,2001,1050,male
1440230_blecktornet,2002,1028,male
1440230_blecktornet,2003,1017,male
1440230_blecktornet,2004,1027,male
1440230_blecktornet,2005,1022,male
1440230_blecktornet,2006,1036,male
1440230_blecktornet,2007,1038,male
1440230_blecktornet,2008,1039,male
1440230_blecktornet,2009,1033,male
1440230_blecktornet,2010,1052,male
1440230_blecktornet,2011,1077,male
1440230_blecktornet,2012,1075,male
1440230_blecktornet,2013,1078,male
1440230_blecktornet,2014,1087,male
1440240_vintertullen,2000,685,male
1440240_vintertullen,2001,693,male
1440240_vintertullen,2002,695,male
1440240_vintertullen,2003,688,male
1440240_vintertullen,2004,704,male
1440240_vintertullen,2005,694,male
1440240_vintertullen,2006,694,male
1440240_vintertullen,2007,692,male
1440240_vintertullen,2008,698,male
1440240_vintertullen,2009,700,male
1440240_vintertullen,2010,688,male
1440240_vintertullen,2011,689,male
1440240_vintertullen,2012,685,male
1440240_vintertullen,2013,674,male
1440240_vintertullen,2014,677,male
1440250_barnangen,2000,780,male
1440250_barnangen,2001,786,male
1440250_barnangen,2002,793,male
1440250_barnangen,2003,853,male
1440250_barnangen,2004,915,male
1440250_barnangen,2005,955,male
1440250_barnangen,2006,992,male
1440250_barnangen,2007,995,male
1440250_barnangen,2008,980,male
1440250_barnangen,2009,987,male
1440250_barnangen,2010,983,male
1440250_barnangen,2011,1010,male
1440250_barnangen,2012,1018,male
1440250_barnangen,2013,1009,male
1440250_barnangen,2014,1012,male
1440260_mjardgrand,2000,676,male
1440260_mjardgrand,2001,671,male
1440260_mjardgrand,2002,650,male
1440260_mjardgrand,2003,641,male
1440260_mjardgrand,2004,631,male
1440260_mjardgrand,2005,620,male
1440260_mjardgrand,2006,608,male
1440260_mjardgrand,2007,594,male
1440260_mjardgrand,2008,594,male
1440260_mjardgrand,2009,589,male
1440260_mjardgrand,2010,603,male
1440260_mjardgrand,2011,613,male
1440260_mjardgrand,2012,603,male
1440260_mjardgrand,2013,610,male
1440260_mjardgrand,2014,596,male
1440311_danviken_n,2000,209,male
1440311_danviken_n,2001,213,male
1440311_danviken_n,2002,207,male
1440311_danviken_n,2003,183,male
1440311_danviken_n,2004,210,male
1440311_danviken_n,2005,210,male
1440311_danviken_n,2006,204,male
1440311_danviken_n,2007,209,male
1440311_danviken_n,2008,200,male
1440311_danviken_n,2009,296,male
1440311_danviken_n,2010,549,male
1440311_danviken_n,2011,842,male
1440311_danviken_n,2012,1114,male
1440311_danviken_n,2013,1298,male
1440311_danviken_n,2014,1308,male
1440312_danviken_s,2000,18,male
1440312_danviken_s,2001,337,male
1440312_danviken_s,2002,810,male
1440312_danviken_s,2003,1242,male
1440312_danviken_s,2004,1372,male
1440312_danviken_s,2005,1670,male
1440312_danviken_s,2006,1748,male
1440312_danviken_s,2007,2046,male
1440312_danviken_s,2008,2369,male
1440312_danviken_s,2009,2428,male
1440312_danviken_s,2010,2472,male
1440312_danviken_s,2011,2534,male
1440312_danviken_s,2012,2494,male
1440312_danviken_s,2013,2535,male
1440312_danviken_s,2014,2560,male
2110120_sankt_sigfrid,2000,2029,male
2110120_sankt_sigfrid,2001,2063,male
2110120_sankt_sigfrid,2002,2065,male
2110120_sankt_sigfrid,2003,2113,male
2110120_sankt_sigfrid,2004,2076,male
2110120_sankt_sigfrid,2005,2111,male
2110120_sankt_sigfrid,2006,2107,male
2110120_sankt_sigfrid,2007,2108,male
2110120_sankt_sigfrid,2008,2120,male
2110120_sankt_sigfrid,2009,2149,male
2110120_sankt_sigfrid,2010,2206,male
2110120_sankt_sigfrid,2011,2251,male
2110120_sankt_sigfrid,2012,2298,male
2110120_sankt_sigfrid,2013,2348,male
2110120_sankt_sigfrid,2014,2368,male
2110130_ornsberg_nord_ost,2000,532,male
2110130_ornsberg_nord_ost,2001,538,male
2110130_ornsberg_nord_ost,2002,529,male
2110130_ornsberg_nord_ost,2003,537,male
2110130_ornsberg_nord_ost,2004,557,male
2110130_ornsberg_nord_ost,2005,558,male
2110130_ornsberg_nord_ost,2006,553,male
2110130_ornsberg_nord_ost,2007,576,male
2110130_ornsberg_nord_ost,2008,597,male
2110130_ornsberg_nord_ost,2009,601,male
2110130_ornsberg_nord_ost,2010,670,male
2110130_ornsberg_nord_ost,2011,660,male
2110130_ornsberg_nord_ost,2012,681,male
2110130_ornsberg_nord_ost,2013,672,male
2110130_ornsberg_nord_ost,2014,682,male
2110140_vinterviken,2000,965,male
2110140_vinterviken,2001,979,male
2110140_vinterviken,2002,987,male
2110140_vinterviken,2003,1000,male
2110140_vinterviken,2004,1032,male
2110140_vinterviken,2005,1036,male
2110140_vinterviken,2006,1040,male
2110140_vinterviken,2007,1054,male
2110140_vinterviken,2008,1034,male
2110140_vinterviken,2009,1087,male
2110140_vinterviken,2010,1099,male
2110140_vinterviken,2011,1107,male
2110140_vinterviken,2012,1075,male
2110140_vinterviken,2013,1069,male
2110140_vinterviken,2014,1086,male
2110150_ornsberg_syd_ost,2000,94,male
2110150_ornsberg_syd_ost,2001,93,male
2110150_ornsberg_syd_ost,2002,92,male
2110150_ornsberg_syd_ost,2003,88,male
2110150_ornsberg_syd_ost,2004,89,male
2110150_ornsberg_syd_ost,2005,85,male
2110150_ornsberg_syd_ost,2006,84,male
2110150_ornsberg_syd_ost,2007,83,male
2110150_ornsberg_syd_ost,2008,74,male
2110150_ornsberg_syd_ost,2009,72,male
2110150_ornsberg_syd_ost,2010,80,male
2110150_ornsberg_syd_ost,2011,77,male
2110150_ornsberg_syd_ost,2012,75,male
2110150_ornsberg_syd_ost,2013,79,male
2110150_ornsberg_syd_ost,2014,85,male
2110220_ostra_grondal,2000,2652,male
2110220_ostra_grondal,2001,2673,male
2110220_ostra_grondal,2002,2724,male
2110220_ostra_grondal,2003,2799,male
2110220_ostra_grondal,2004,2882,male
2110220_ostra_grondal,2005,2943,male
2110220_ostra_grondal,2006,2953,male
2110220_ostra_grondal,2007,2921,male
2110220_ostra_grondal,2008,2988,male
2110220_ostra_grondal,2009,3095,male
2110220_ostra_grondal,2010,3172,male
2110220_ostra_grondal,2011,3225,male
2110220_ostra_grondal,2012,3216,male
2110220_ostra_grondal,2013,3196,male
2110220_ostra_grondal,2014,3221,male
2110230_ekensberg,2000,563,male
2110230_ekensberg,2001,554,male
2110230_ekensberg,2002,560,male
2110230_ekensberg,2003,556,male
2110230_ekensberg,2004,552,male
2110230_ekensberg,2005,535,male
2110230_ekensberg,2006,525,male
2110230_ekensberg,2007,540,male
2110230_ekensberg,2008,584,male
2110230_ekensberg,2009,594,male
2110230_ekensberg,2010,589,male
2110230_ekensberg,2011,581,male
2110230_ekensberg,2012,593,male
2110230_ekensberg,2013,594,male
2110230_ekensberg,2014,602,male
2110310_axelbergs_torg,2000,58,male
2110310_axelbergs_torg,2001,57,male
2110310_axelbergs_torg,2002,63,male
2110310_axelbergs_torg,2003,65,male
2110310_axelbergs_torg,2004,62,male
2110310_axelbergs_torg,2005,53,male
2110310_axelbergs_torg,2006,48,male
2110310_axelbergs_torg,2007,45,male
2110310_axelbergs_torg,2008,48,male
2110310_axelbergs_torg,2009,39,male
2110310_axelbergs_torg,2010,44,male
2110310_axelbergs_torg,2011,68,male
2110310_axelbergs_torg,2012,58,male
2110310_axelbergs_torg,2013,53,male
2110310_axelbergs_torg,2014,43,male
2110320_klubbacken,2000,478,male
2110320_klubbacken,2001,493,male
2110320_klubbacken,2002,503,male
2110320_klubbacken,2003,485,male
2110320_klubbacken,2004,467,male
2110320_klubbacken,2005,453,male
2110320_klubbacken,2006,447,male
2110320_klubbacken,2007,455,male
2110320_klubbacken,2008,483,male
2110320_klubbacken,2009,489,male
2110320_klubbacken,2010,541,male
2110320_klubbacken,2011,533,male
2110320_klubbacken,2012,529,male
2110320_klubbacken,2013,521,male
2110320_klubbacken,2014,516,male
2110330_axelsberg_syd_ost,2000,332,male
2110330_axelsberg_syd_ost,2001,324,male
2110330_axelsberg_syd_ost,2002,335,male
2110330_axelsberg_syd_ost,2003,319,male
2110330_axelsberg_syd_ost,2004,326,male
2110330_axelsberg_syd_ost,2005,324,male
2110330_axelsberg_syd_ost,2006,325,male
2110330_axelsberg_syd_ost,2007,323,male
2110330_axelsberg_syd_ost,2008,337,male
2110330_axelsberg_syd_ost,2009,339,male
2110330_axelsberg_syd_ost,2010,402,male
2110330_axelsberg_syd_ost,2011,512,male
2110330_axelsberg_syd_ost,2012,534,male
2110330_axelsberg_syd_ost,2013,544,male
2110330_axelsberg_syd_ost,2014,559,male
2110340_stensborg,2000,536,male
2110340_stensborg,2001,542,male
2110340_stensborg,2002,546,male
2110340_stensborg,2003,537,male
2110340_stensborg,2004,548,male
2110340_stensborg,2005,553,male
2110340_stensborg,2006,561,male
2110340_stensborg,2007,577,male
2110340_stensborg,2008,583,male
2110340_stensborg,2009,579,male
2110340_stensborg,2010,610,male
2110340_stensborg,2011,617,male
2110340_stensborg,2012,621,male
2110340_stensborg,2013,632,male
2110340_stensborg,2014,628,male
2110350_sankt_mickelsgatan,2000,926,male
2110350_sankt_mickelsgatan,2001,931,male
2110350_sankt_mickelsgatan,2002,911,male
2110350_sankt_mickelsgatan,2003,913,male
2110350_sankt_mickelsgatan,2004,928,male
2110350_sankt_mickelsgatan,2005,932,male
2110350_sankt_mickelsgatan,2006,918,male
2110350_sankt_mickelsgatan,2007,927,male
2110350_sankt_mickelsgatan,2008,945,male
2110350_sankt_mickelsgatan,2009,954,male
2110350_sankt_mickelsgatan,2010,980,male
2110350_sankt_mickelsgatan,2011,967,male
2110350_sankt_mickelsgatan,2012,968,male
2110350_sankt_mickelsgatan,2013,1003,male
2110350_sankt_mickelsgatan,2014,1014,male
2110370_ornsberg_syd_vast,2000,185,male
2110370_ornsberg_syd_vast,2001,164,male
2110370_ornsberg_syd_vast,2002,158,male
2110370_ornsberg_syd_vast,2003,149,male
2110370_ornsberg_syd_vast,2004,152,male
2110370_ornsberg_syd_vast,2005,159,male
2110370_ornsberg_syd_vast,2006,153,male
2110370_ornsberg_syd_vast,2007,139,male
2110370_ornsberg_syd_vast,2008,140,male
2110370_ornsberg_syd_vast,2009,132,male
2110370_ornsberg_syd_vast,2010,143,male
2110370_ornsberg_syd_vast,2011,147,male
2110370_ornsberg_syd_vast,2012,153,male
2110370_ornsberg_syd_vast,2013,147,male
2110370_ornsberg_syd_vast,2014,157,male
2110380_hagerstenshamnen,2000,433,male
2110380_hagerstenshamnen,2001,426,male
2110380_hagerstenshamnen,2002,428,male
2110380_hagerstenshamnen,2003,423,male
2110380_hagerstenshamnen,2004,408,male
2110380_hagerstenshamnen,2005,408,male
2110380_hagerstenshamnen,2006,409,male
2110380_hagerstenshamnen,2007,403,male
2110380_hagerstenshamnen,2008,397,male
2110380_hagerstenshamnen,2009,411,male
2110380_hagerstenshamnen,2010,420,male
2110380_hagerstenshamnen,2011,427,male
2110380_hagerstenshamnen,2012,411,male
2110380_hagerstenshamnen,2013,398,male
2110380_hagerstenshamnen,2014,401,male
2110390_axelsberg_nord,2000,798,male
2110390_axelsberg_nord,2001,797,male
2110390_axelsberg_nord,2002,802,male
2110390_axelsberg_nord,2003,789,male
2110390_axelsberg_nord,2004,801,male
2110390_axelsberg_nord,2005,795,male
2110390_axelsberg_nord,2006,810,male
2110390_axelsberg_nord,2007,813,male
2110390_axelsberg_nord,2008,839,male
2110390_axelsberg_nord,2009,843,male
2110390_axelsberg_nord,2010,849,male
2110390_axelsberg_nord,2011,873,male
2110390_axelsberg_nord,2012,873,male
2110390_axelsberg_nord,2013,877,male
2110390_axelsberg_nord,2014,873,male
2110520_norra_hagerstensasen,2000,844,male
2110520_norra_hagerstensasen,2001,880,male
2110520_norra_hagerstensasen,2002,862,male
2110520_norra_hagerstensasen,2003,845,male
2110520_norra_hagerstensasen,2004,847,male
2110520_norra_hagerstensasen,2005,874,male
2110520_norra_hagerstensasen,2006,923,male
2110520_norra_hagerstensasen,2007,936,male
2110520_norra_hagerstensasen,2008,951,male
2110520_norra_hagerstensasen,2009,921,male
2110520_norra_hagerstensasen,2010,972,male
2110520_norra_hagerstensasen,2011,957,male
2110520_norra_hagerstensasen,2012,952,male
2110520_norra_hagerstensasen,2013,957,male
2110520_norra_hagerstensasen,2014,984,male
2110530_sodra_hagerstensasen,2000,2117,male
2110530_sodra_hagerstensasen,2001,2153,male
2110530_sodra_hagerstensasen,2002,2152,male
2110530_sodra_hagerstensasen,2003,2186,male
2110530_sodra_hagerstensasen,2004,2212,male
2110530_sodra_hagerstensasen,2005,2194,male
2110530_sodra_hagerstensasen,2006,2237,male
2110530_sodra_hagerstensasen,2007,2309,male
2110530_sodra_hagerstensasen,2008,2322,male
2110530_sodra_hagerstensasen,2009,2375,male
2110530_sodra_hagerstensasen,2010,2482,male
2110530_sodra_hagerstensasen,2011,2545,male
2110530_sodra_hagerstensasen,2012,2564,male
2110530_sodra_hagerstensasen,2013,2609,male
2110530_sodra_hagerstensasen,2014,2576,male
2110620_nybohov,2000,871,male
2110620_nybohov,2001,870,male
2110620_nybohov,2002,877,male
2110620_nybohov,2003,877,male
2110620_nybohov,2004,864,male
2110620_nybohov,2005,863,male
2110620_nybohov,2006,897,male
2110620_nybohov,2007,1016,male
2110620_nybohov,2008,1092,male
2110620_nybohov,2009,1194,male
2110620_nybohov,2010,1224,male
2110620_nybohov,2011,1224,male
2110620_nybohov,2012,1262,male
2110620_nybohov,2013,1235,male
2110620_nybohov,2014,1238,male
2110650_liljeholmsberget,2000,269,male
2110650_liljeholmsberget,2001,267,male
2110650_liljeholmsberget,2002,269,male
2110650_liljeholmsberget,2003,272,male
2110650_liljeholmsberget,2004,267,male
2110650_liljeholmsberget,2005,261,male
2110650_liljeholmsberget,2006,259,male
2110650_liljeholmsberget,2007,266,male
2110650_liljeholmsberget,2008,270,male
2110650_liljeholmsberget,2009,265,male
2110650_liljeholmsberget,2010,272,male
2110650_liljeholmsberget,2011,272,male
2110650_liljeholmsberget,2012,273,male
2110650_liljeholmsberget,2013,283,male
2110650_liljeholmsberget,2014,280,male
2110660_lovholmen,2000,205,male
2110660_lovholmen,2001,202,male
2110660_lovholmen,2002,195,male
2110660_lovholmen,2003,254,male
2110660_lovholmen,2004,384,male
2110660_lovholmen,2005,432,male
2110660_lovholmen,2006,522,male
2110660_lovholmen,2007,535,male
2110660_lovholmen,2008,570,male
2110660_lovholmen,2009,582,male
2110660_lovholmen,2010,668,male
2110660_lovholmen,2011,645,male
2110660_lovholmen,2012,632,male
2110660_lovholmen,2013,655,male
2110660_lovholmen,2014,746,male
2110681_nyboda_o,2000,195,male
2110681_nyboda_o,2001,211,male
2110681_nyboda_o,2002,210,male
2110681_nyboda_o,2003,288,male
2110681_nyboda_o,2004,512,male
2110681_nyboda_o,2005,735,male
2110681_nyboda_o,2006,1246,male
2110681_nyboda_o,2007,1485,male
2110681_nyboda_o,2008,1691,male
2110681_nyboda_o,2009,2041,male
2110681_nyboda_o,2010,2211,male
2110681_nyboda_o,2011,2472,male
2110681_nyboda_o,2012,2669,male
2110681_nyboda_o,2013,2834,male
2110681_nyboda_o,2014,3034,male
2110720_svandammen,2000,2086,male
2110720_svandammen,2001,2087,male
2110720_svandammen,2002,2068,male
2110720_svandammen,2003,2054,male
2110720_svandammen,2004,2020,male
2110720_svandammen,2005,2110,male
2110720_svandammen,2006,2124,male
2110720_svandammen,2007,2133,male
2110720_svandammen,2008,2247,male
2110720_svandammen,2009,2330,male
2110720_svandammen,2010,2343,male
2110720_svandammen,2011,2318,male
2110720_svandammen,2012,2387,male
2110720_svandammen,2013,2402,male
2110720_svandammen,2014,2400,male
2110730_fastlagsvagen,2000,887,male
2110730_fastlagsvagen,2001,893,male
2110730_fastlagsvagen,2002,879,male
2110730_fastlagsvagen,2003,902,male
2110730_fastlagsvagen,2004,879,male
2110730_fastlagsvagen,2005,872,male
2110730_fastlagsvagen,2006,837,male
2110730_fastlagsvagen,2007,1003,male
2110730_fastlagsvagen,2008,1080,male
2110730_fastlagsvagen,2009,1068,male
2110730_fastlagsvagen,2010,1065,male
2110730_fastlagsvagen,2011,1081,male
2110730_fastlagsvagen,2012,1084,male
2110730_fastlagsvagen,2013,1175,male
2110730_fastlagsvagen,2014,1265,male
2110740_telefonplan,2000,1094,male
2110740_telefonplan,2001,1077,male
2110740_telefonplan,2002,1110,male
2110740_telefonplan,2003,1107,male
2110740_telefonplan,2004,1111,male
2110740_telefonplan,2005,1108,male
2110740_telefonplan,2006,1134,male
2110740_telefonplan,2007,1180,male
2110740_telefonplan,2008,1179,male
2110740_telefonplan,2009,1210,male
2110740_telefonplan,2010,1235,male
2110740_telefonplan,2011,1264,male
2110740_telefonplan,2012,1286,male
2110740_telefonplan,2013,1302,male
2110740_telefonplan,2014,1319,male
2110810_norra_malarhojden,2000,1685,male
2110810_norra_malarhojden,2001,1707,male
2110810_norra_malarhojden,2002,1680,male
2110810_norra_malarhojden,2003,1680,male
2110810_norra_malarhojden,2004,1698,male
2110810_norra_malarhojden,2005,1736,male
2110810_norra_malarhojden,2006,1746,male
2110810_norra_malarhojden,2007,1762,male
2110810_norra_malarhojden,2008,1781,male
2110810_norra_malarhojden,2009,1824,male
2110810_norra_malarhojden,2010,1843,male
2110810_norra_malarhojden,2011,1837,male
2110810_norra_malarhojden,2012,1855,male
2110810_norra_malarhojden,2013,1879,male
2110810_norra_malarhojden,2014,1859,male
2110820_gulddragaren,2000,324,male
2110820_gulddragaren,2001,315,male
2110820_gulddragaren,2002,326,male
2110820_gulddragaren,2003,333,male
2110820_gulddragaren,2004,321,male
2110820_gulddragaren,2005,325,male
2110820_gulddragaren,2006,321,male
2110820_gulddragaren,2007,324,male
2110820_gulddragaren,2008,321,male
2110820_gulddragaren,2009,317,male
2110820_gulddragaren,2010,324,male
2110820_gulddragaren,2011,323,male
2110820_gulddragaren,2012,329,male
2110820_gulddragaren,2013,318,male
2110820_gulddragaren,2014,325,male
2110920_karusellvagen,2000,784,male
2110920_karusellvagen,2001,758,male
2110920_karusellvagen,2002,727,male
2110920_karusellvagen,2003,711,male
2110920_karusellvagen,2004,682,male
2110920_karusellvagen,2005,538,male
2110920_karusellvagen,2006,555,male
2110920_karusellvagen,2007,591,male
2110920_karusellvagen,2008,581,male
2110920_karusellvagen,2009,590,male
2110920_karusellvagen,2010,592,male
2110920_karusellvagen,2011,703,male
2110920_karusellvagen,2012,643,male
2110920_karusellvagen,2013,640,male
2110920_karusellvagen,2014,632,male
2110930_korpmossen,2000,412,male
2110930_korpmossen,2001,414,male
2110930_korpmossen,2002,410,male
2110930_korpmossen,2003,418,male
2110930_korpmossen,2004,425,male
2110930_korpmossen,2005,440,male
2110930_korpmossen,2006,432,male
2110930_korpmossen,2007,470,male
2110930_korpmossen,2008,482,male
2110930_korpmossen,2009,481,male
2110930_korpmossen,2010,481,male
2110930_korpmossen,2011,477,male
2110930_korpmossen,2012,492,male
2110930_korpmossen,2013,494,male
2110930_korpmossen,2014,499,male
2110940_hokmossen,2000,718,male
2110940_hokmossen,2001,683,male
2110940_hokmossen,2002,715,male
2110940_hokmossen,2003,735,male
2110940_hokmossen,2004,729,male
2110940_hokmossen,2005,724,male
2110940_hokmossen,2006,739,male
2110940_hokmossen,2007,742,male
2110940_hokmossen,2008,744,male
2110940_hokmossen,2009,767,male
2110940_hokmossen,2010,788,male
2110940_hokmossen,2011,776,male
2110940_hokmossen,2012,776,male
2110940_hokmossen,2013,771,male
2110940_hokmossen,2014,786,male
2120100_fruangen,2000,3133,male
2120100_fruangen,2001,3128,male
2120100_fruangen,2002,3164,male
2120100_fruangen,2003,3135,male
2120100_fruangen,2004,3055,male
2120100_fruangen,2005,2893,male
2120100_fruangen,2006,2909,male
2120100_fruangen,2007,3084,male
2120100_fruangen,2008,3127,male
2120100_fruangen,2009,3241,male
2120100_fruangen,2010,3338,male
2120100_fruangen,2011,3563,male
2120100_fruangen,2012,3754,male
2120100_fruangen,2013,3909,male
2120100_fruangen,2014,4397,male
2120201_herrangen_v,2000,1080,male
2120201_herrangen_v,2001,1073,male
2120201_herrangen_v,2002,1046,male
2120201_herrangen_v,2003,1090,male
2120201_herrangen_v,2004,1093,male
2120201_herrangen_v,2005,1095,male
2120201_herrangen_v,2006,1110,male
2120201_herrangen_v,2007,1114,male
2120201_herrangen_v,2008,1145,male
2120201_herrangen_v,2009,1176,male
2120201_herrangen_v,2010,1206,male
2120201_herrangen_v,2011,1226,male
2120201_herrangen_v,2012,1246,male
2120201_herrangen_v,2013,1258,male
2120201_herrangen_v,2014,1264,male
2120202_herrangen_o,2000,537,male
2120202_herrangen_o,2001,554,male
2120202_herrangen_o,2002,561,male
2120202_herrangen_o,2003,556,male
2120202_herrangen_o,2004,563,male
2120202_herrangen_o,2005,588,male
2120202_herrangen_o,2006,594,male
2120202_herrangen_o,2007,593,male
2120202_herrangen_o,2008,599,male
2120202_herrangen_o,2009,617,male
2120202_herrangen_o,2010,632,male
2120202_herrangen_o,2011,645,male
2120202_herrangen_o,2012,663,male
2120202_herrangen_o,2013,664,male
2120202_herrangen_o,2014,666,male
2120300_liseberg,2000,596,male
2120300_liseberg,2001,593,male
2120300_liseberg,2002,611,male
2120300_liseberg,2003,596,male
2120300_liseberg,2004,590,male
2120300_liseberg,2005,612,male
2120300_liseberg,2006,644,male
2120300_liseberg,2007,621,male
2120300_liseberg,2008,631,male
2120300_liseberg,2009,631,male
2120300_liseberg,2010,608,male
2120300_liseberg,2011,600,male
2120300_liseberg,2012,594,male
2120300_liseberg,2013,620,male
2120300_liseberg,2014,610,male
2120401_langbro_v,2000,675,male
2120401_langbro_v,2001,683,male
2120401_langbro_v,2002,764,male
2120401_langbro_v,2003,762,male
2120401_langbro_v,2004,833,male
2120401_langbro_v,2005,921,male
2120401_langbro_v,2006,959,male
2120401_langbro_v,2007,1130,male
2120401_langbro_v,2008,1250,male
2120401_langbro_v,2009,1264,male
2120401_langbro_v,2010,1368,male
2120401_langbro_v,2011,1421,male
2120401_langbro_v,2012,1575,male
2120401_langbro_v,2013,1708,male
2120401_langbro_v,2014,1750,male
2120402_langbro_o,2000,1745,male
2120402_langbro_o,2001,1743,male
2120402_langbro_o,2002,1751,male
2120402_langbro_o,2003,1748,male
2120402_langbro_o,2004,1742,male
2120402_langbro_o,2005,1783,male
2120402_langbro_o,2006,1768,male
2120402_langbro_o,2007,1784,male
2120402_langbro_o,2008,1821,male
2120402_langbro_o,2009,1855,male
2120402_langbro_o,2010,1862,male
2120402_langbro_o,2011,1942,male
2120402_langbro_o,2012,1996,male
2120402_langbro_o,2013,1963,male
2120402_langbro_o,2014,1993,male
2120500_langsjo,2000,1270,male
2120500_langsjo,2001,1277,male
2120500_langsjo,2002,1295,male
2120500_langsjo,2003,1278,male
2120500_langsjo,2004,1292,male
2120500_langsjo,2005,1307,male
2120500_langsjo,2006,1336,male
2120500_langsjo,2007,1346,male
2120500_langsjo,2008,1351,male
2120500_langsjo,2009,1379,male
2120500_langsjo,2010,1393,male
2120500_langsjo,2011,1425,male
2120500_langsjo,2012,1415,male
2120500_langsjo,2013,1431,male
2120500_langsjo,2014,1491,male
2120620_norra_solberga,2000,1990,male
2120620_norra_solberga,2001,1995,male
2120620_norra_solberga,2002,1987,male
2120620_norra_solberga,2003,1991,male
2120620_norra_solberga,2004,1982,male
